TIME,maxMagU,meanMagU,pLaplace,kErrL2Band,kErrLinfBand,minGradPsiBand
7.499062617e-06,0.002308714534,1.215719991e-05,70.59518766,70.52814331,127.0860955,0.9980828081
8.998875141e-05,0.00917053933,7.322354362e-05,70.5884489,70.52814331,127.0860955,0.9980828081
0.0001724784402,0.01022126356,0.0001050199642,70.59055448,70.52814331,127.0860955,0.9980828081
0.000254968129,0.01184024224,0.0001313619686,70.59198327,70.52814331,127.0860955,0.9980828081
0.0003449568804,0.01360124848,0.0001561938207,70.59328778,70.52814331,127.0860955,0.9980828081
0.0004274465692,0.01471253722,0.0001763478744,70.59434535,70.52814331,127.0860955,0.9980828081
0.000509936258,0.01550790761,0.0001945151635,70.5952836,70.52814331,127.0860955,0.9980828081
0.0005924259468,0.0160912146,0.0002110750899,70.59609774,70.52814331,127.0860955,0.9980828081
0.0006749156355,0.01653088925,0.0002260733141,70.59699285,70.52814331,127.0860955,0.9980828081
0.0007574053243,0.01687227015,0.0002399280386,70.5977825,70.52814331,127.0860955,0.9980828081
0.0008398950131,0.01714544452,0.0002528488625,70.59840912,70.52814331,127.0860955,0.9980828081
0.0009223847019,0.01737034862,0.0002650257434,70.59890802,70.52814331,127.0860955,0.9980828081
0.001012373453,0.01757621134,0.0002776283203,70.59953285,70.52814331,127.0860955,0.9980828081
0.001094863142,0.01773907981,0.0002886128205,70.60004075,70.52814331,127.0860955,0.9980828081
0.001177352831,0.01788434033,0.0002989535117,70.60049265,70.52814331,127.0860955,0.9980828081
0.00125984252,0.01801540126,0.000308780461,70.60091396,70.52814331,127.0860955,0.9980828081
0.001342332208,0.01813472763,0.000318161559,70.60130506,70.52814331,127.0860955,0.9980828081
0.001424821897,0.01824448208,0.0003271195225,70.60167087,70.52814331,127.0860955,0.9980828081
0.001507311586,0.01834620584,0.0003356806069,70.60201446,70.52814331,127.0860955,0.9980828081
0.001589801275,0.01844084152,0.0003438593393,70.60201574,70.52814331,127.0860955,0.9980828081
0.001679790026,0.01853710673,0.0003524227545,70.60242165,70.52814331,127.0860955,0.9980828081
0.001762279715,0.01861968021,0.0003599598851,70.60268461,70.52814331,127.0860955,0.9980828081
0.001844769404,0.01869737911,0.0003672169185,70.60291631,70.52814331,127.0860955,0.9980828081
0.001927259093,0.01877063645,0.0003742223377,70.60312529,70.52814331,127.0860955,0.9980828081
0.002009748781,0.0188398167,0.0003809881828,70.60331083,70.52814331,127.0860955,0.9980828081
0.00209223847,0.01890522951,0.0003875243644,70.6034741,70.52814331,127.0860955,0.9980828081
0.002174728159,0.01896713674,0.0003938446729,70.60361102,70.52814331,127.0860955,0.9980828081
0.00226471691,0.01903094304,0.0004005075733,70.60371297,70.52814331,127.0860955,0.9980828081
