method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,meanGradPsiBand,meanGradPsiBandHalf,maxGradPsiBand,maxGradPsiBandHalf,minStrainBand,meanStrainBand,maxStrainBand,minStrainBandHalf,meanStrainBandHalf,maxStrainBandHalf,sdplsBeta,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out,solverFailed,study,caseDir,np,gitCommit,runDate,divPsi,divPsiGrad,divPsiGradScheme,gradPsiSdpls,gradUSdpls,nDefCorr
euler+dc:3,none,,,,leiaLevelSetFoam,,0.002,0.015625,,,2.0,1002.8403949927578,,1.3235433e-12,0.00018133234,,,,0.00015589563,,,,,,,,,,,,,,,,,,,,,,,renormSmoke64,stationaryDroplet2D_00000,1,7a9a071-dirty,2026-08-12T07:48:46+00:00,,,,leastSquares,Gauss linear,3 (solver default)
