N,h,maxU,meanU,maxUpeak,pLaplace,pRelErr,state
32,0.0003125,0.0005710172764126126,3.339713844915916e-05,0.02735954844,69.72069102111111,0.04150823451868143,settled
64,0.00015625,1.2499121446451748e-05,9.918620727078473e-07,0.01020798431,71.66735658101804,0.014746266414379356,settled
128,7.8125e-05,0.016197578911066737,0.0005977696916758061,0.7802765321,71.02968320132833,0.02351274125201636,diverged
