method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,meanGradPsiBand,meanGradPsiBandHalf,maxGradPsiBand,maxGradPsiBandHalf,minStrainBand,meanStrainBand,maxStrainBand,minStrainBandHalf,meanStrainBandHalf,maxStrainBandHalf,sdplsBeta,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out,solverFailed,study,caseDir,np,gitCommit,runDate,oscillation,endTimeReached,lastTime,divPsi,divPsiGrad,divPsiGradScheme,gradPsiSdpls,gradUSdpls,nDefCorr,oscillationRendered
euler+div:linearUpwind/grad(psi):flLsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.011111111111111112,,0.5,604.0,604.0,1.57456210338,,0.041490898694,2.4660872728,0.749569098484,1.28611826189,0.000578815097741,0.193850783015,0.342490747844,3.15042939324,1.94669703426,5.55170923013,3.52653504076,-2.6382501868,-0.796429693023,2.32370120583,-3.10161815937,-1.43379822456,1.79968596787,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00048,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),faceLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):flLsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.011111111111111112,,0.5,580.0,580.0,2.22756502807,,0.0376651114135,0.246944572957,1.71729616626,0.12418937009,0.0132985352579,0.0621400113069,0.467126147354,1.00244312874,1.03600158255,1.50980581721,1.42361574308,-2.0748575039,-0.80667218343,1.65158964993,-3.13861601101,-1.43123580349,2.33066557286,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00049,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),faceLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.015625,,0.5,385.0,385.0,1.56031484652,,0.0194562405292,2.41516779626,0.746324738947,1.27993719916,0.000927828678274,0.194954825543,0.371479351599,3.13327369476,1.98587764739,5.30043542455,3.38538222279,-2.16256137055,-0.785309842868,2.25712109977,-3.08423858707,-1.38722598949,2.70376643545,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00004,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.015625,,0.5,445.0,445.0,1.91051083006,,0.0581179882226,0.291998201061,1.23597974359,0.136068234957,0.0134705409575,0.162587632447,0.689109939802,1.04085084282,1.09617322969,1.77780316609,1.30579624099,-2.17284770574,-0.786892663721,1.67731113695,-2.99308038737,-1.36092601712,2.55352041428,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00005,4,a2175d1-dirty,2026-08-12T17:03:20+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):lsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.015625,,0.5,373.0,373.0,1.56201397844,,0.0272817535124,2.40252605668,0.745554785256,1.26956917483,0.00138371625344,0.243696639109,0.366354690452,3.12131164178,1.97915113062,5.26312408107,3.37145081383,-2.55355154636,-0.809773677126,1.404124169,-3.08613146777,-1.3872146076,2.69920849331,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00018,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),leastSquares,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):lsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.015625,,0.5,480.0,480.0,1.87665385928,,0.0534929987502,0.268231989723,1.38740089269,0.129021631929,0.0116104687691,0.131671775804,0.677678938592,1.04120541013,1.08723965943,1.72513667139,1.30367448638,-2.58518640211,-0.787088443142,2.59879887016,-2.99276853828,-1.36442467486,2.55385965622,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00019,4,a2175d1-dirty,2026-08-12T17:03:20+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),leastSquares,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):clGauss+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.015625,,0.5,475.0,475.0,1.56033563398,,0.0194562486016,2.41516781675,0.746311807431,1.27993720045,0.000927792819838,0.194954855546,0.371477873008,3.1332737129,1.98587757926,5.3004354422,3.38538222278,-2.16256154822,-0.785309847027,2.25712118537,-3.08423861631,-1.38722619615,2.70376502581,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00032,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited Gauss linear 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):clGauss+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.015625,,0.5,546.0,546.0,1.89551563354,,0.0581398039194,0.291994811235,1.3757774838,0.136066717181,0.0134627883999,0.162560671902,0.689227469831,1.04101693148,1.09618200729,1.77823520001,1.30579623171,-2.1689928791,-0.786921517217,1.67448569446,-2.99326267422,-1.36096011378,2.55335585182,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00033,4,a2175d1-dirty,2026-08-12T17:03:20+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited Gauss linear 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):flLsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.015625,,0.5,401.0,401.0,1.51877753539,,0.0993042117307,2.00081744237,0.74162597386,1.24238973864,0.00151211773326,0.105245283509,0.223225210829,2.66498728358,1.86733497228,5.04075884452,3.52014960501,-2.14083262449,-0.783532176486,1.89127307341,-3.1277195534,-1.39156334596,2.07042010539,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00046,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),faceLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):flLsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.015625,,0.5,509.0,509.0,1.75284452705,,0.0747056583121,0.310906422433,1.37143621898,0.149889729003,0.0133733007841,0.0887643275878,0.464451171418,0.922004929596,1.02822625755,1.53569452184,1.38470929158,-2.63416699488,-0.795701280987,1.97069347895,-3.06295817683,-1.38142572914,2.52976464234,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00047,4,a2175d1-dirty,2026-08-12T17:03:20+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),faceLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,308.0,308.85397463409447,1.488284603,,0.0790724535754,2.04802266295,0.734570003405,1.22094406208,0.00223565712222,0.253458225915,0.358589900171,2.72784197729,1.93472014921,5.0274993104,3.34393679151,-2.57231212514,-0.833270421975,1.11676849,-3.10282153515,-1.39803320887,1.91154218641,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00002,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,312.0,312.86506521375804,1.64380935833,,0.00955240518904,0.391687061198,1.15403302849,0.15947918384,0.0359565647416,0.0395121326546,0.620696704477,0.994616300969,1.09426364512,2.02657141771,1.30278352831,-2.55029560159,-0.773900779978,2.33354960658,-2.99308099909,-1.37163259906,2.65128219115,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00003,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):lsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,287.0,287.79574909086074,1.49097453621,,0.0839335004147,2.08922420428,0.733449121033,1.21120643841,0.00497530520513,0.247739288619,0.350803577076,2.7800516974,1.9270038202,4.99099529613,3.31515074399,-2.70252830182,-0.813532552801,1.47681933374,-3.10960352965,-1.3989541224,2.02407481345,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00016,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),leastSquares,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):lsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,299.0,299.82902082985146,1.63500623141,,0.0148423660711,0.352859984458,1.21772684828,0.149615390852,0.030104122981,0.0495806927869,0.58255581747,0.998944185288,1.08858076996,1.76448078699,1.23908979293,-2.67582394571,-0.814731113382,2.57421980995,-2.98829610734,-1.3814120487,2.65325260851,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00017,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),leastSquares,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):clGauss+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,375.0,376.0397418434592,1.48836209439,,0.079071828286,2.04802186415,0.7345573232,1.22094392612,0.00223636382965,0.25345836518,0.358598974921,2.72784107098,1.93472254802,5.02749500122,3.34393673336,-2.57230874272,-0.833270182423,1.1167612779,-3.10282007784,-1.39802683925,1.91143751994,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00030,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited Gauss linear 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):clGauss+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,356.0,356.98706159005724,1.61864658615,,0.00955317573641,0.391733711395,1.24942717441,0.159489689002,0.0359576551118,0.0392351950201,0.620917384558,0.994781833756,1.09432218395,2.02661119303,1.30278423834,-2.52795499284,-0.773024949591,2.33091814055,-2.99408592452,-1.37169008615,2.65190252478,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00031,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited Gauss linear 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):flLsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,308.0,308.85397463409447,1.43095500992,,0.262232552624,1.52900142705,0.725188853348,1.07072043375,0.0310908211326,0.11824132011,0.253938081181,2.1127078737,1.72282670319,4.47854748654,3.15033020862,-2.65683239342,-0.830056256826,2.88993786292,-3.10290425536,-1.39068208911,2.04814610055,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00044,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),faceLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):flLsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,345.0,345.95656249598244,1.55028118996,,0.248487561487,0.423360313035,1.21710363769,0.208609079577,0.0331689471877,0.0601453291879,0.416536628476,0.807649714417,0.972116364575,1.69446208514,1.37618397837,-2.59498814645,-0.84236573572,2.5688036801,-3.04562678255,-1.38612856705,2.65620982152,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00045,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),faceLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,282.0,283.6730707363391,1.38387165165,,0.244821435357,1.59990364597,0.717676540494,1.0839282713,0.0115455756895,0.178421236794,0.305102781852,2.14451956087,1.77840263289,4.57978214322,3.216358533,-2.67407975191,-0.809319546049,1.11483809435,-3.10219292455,-1.28562018401,2.51611410027,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00000,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,245.0,246.45355436313153,1.31788686575,,0.137549766366,0.450846413647,0.962768980212,0.222838396837,0.0531600062186,0.0225786812706,0.464598088097,0.95306494263,1.05490168194,2.09375871186,1.43518340045,-2.25138587897,-0.722099323346,2.35174182293,-3.09037851675,-1.33048384459,2.29134738106,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00001,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):lsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,229.0,230.3586283639066,1.38506880655,,0.225290898425,1.6400000106,0.716960338486,1.05907957246,0.0189423604972,0.201246727143,0.279744905193,2.22984275625,1.76817846621,4.63235212964,3.16752243307,-2.73613046522,-0.820662173472,0.590456024097,-3.09546614729,-1.32549626304,1.08032372351,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00014,4,a2175d1-dirty,2026-08-12T17:03:20+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),leastSquares,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):lsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,275.0,276.63154061167825,1.49915954473,,0.105276027238,0.429964210752,1.05310618188,0.214744343256,0.0443420015521,0.0369974490883,0.330936753214,0.967751882186,1.04999762045,1.87146485443,1.40440571958,-1.86163115398,-0.730881266491,2.26172907218,-3.05619578618,-1.30971506975,2.47042396069,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00015,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),leastSquares,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):clGauss+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,245.0,246.45355436313153,1.38408377461,,0.244829451552,1.59993977708,0.717679576558,1.08393140577,0.0115669586174,0.178449995148,0.305130141721,2.14455507104,1.77838952211,4.5798417867,3.21636109274,-2.67407958986,-0.809326327811,1.11444278585,-3.10221109922,-1.28559951794,2.51633892296,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00028,4,a2175d1-dirty,2026-08-12T17:03:20+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited Gauss linear 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):clGauss+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,247.0,248.46542011303464,1.3251382486,,0.13737764435,0.450834468846,0.993670334748,0.222844903377,0.053165995601,0.0224515338987,0.464535769061,0.953534752753,1.05485026971,2.0934074981,1.43517702488,-2.2515464777,-0.722213285918,2.38196624936,-3.0903917691,-1.33044977695,2.29071758395,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00029,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited Gauss linear 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi):flLsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,246.0,247.45948723808309,1.29818874245,,0.680075713692,1.06313080435,0.70250408034,0.817916875405,0.106257298444,0.0697462288502,0.26256779791,1.49416900451,1.43976059627,3.73210816701,2.87374593955,-2.71564328738,-0.931321711983,0.796224943023,-3.09660740263,-1.38388775287,2.52222639205,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00042,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),faceLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi):flLsq+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,287.0,288.7027351110969,1.3441804467,,0.684936985446,0.559205126956,1.01086112174,0.322586893135,0.093569616164,0.00605803500084,0.173215226736,0.601009787691,0.866074880476,1.56648317621,1.37915206703,-2.60575732866,-0.834288836709,2.84151361196,-3.10508397402,-1.3078288691,2.40936109782,,0,UpwindUext,,,,,,,,sdplsOrderAblation,2Dvortex_00043,4,a2175d1-dirty,2026-08-12T17:03:19+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),faceLimited leastSquares 1,leastSquares,Gauss linear,3,off
