method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,surfaceTensionForce,psiDdt,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,gradientErrorMax,gradientErrorMaxHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,meanGradPsiBand,meanGradPsiBandHalf,maxGradPsiBand,maxGradPsiBandHalf,minStrainBand,meanStrainBand,maxStrainBand,minStrainBandHalf,meanStrainBandHalf,maxStrainBandHalf,sdplsBeta,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out,solverFailed,study,caseDir,np,gitCommit,runDate,oscillation,endTimeReached,lastTime,divPsi,divPsiGrad,divPsiGradScheme,gradPsiSdpls,gradUSdpls,nDefCorr,oscillationRendered
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.0078125,,0.5,5.0,2.5,2.83456591529,0.000119150533748,0.00592480286796,0.147685992268,2.33311087257,0.0958200614704,53.4241194165,42.6389525621,9.99111209309e-05,0.468423599653,0.646646918025,0.980818267567,1.04968337784,1.21636392985,1.27615299939,-2.80558560079,0.00529087770725,2.79871948755,-0.0248820081157,0.012828132323,0.0291701773526,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00018,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.0078125,,0.5,5.0,2.5,2.74549803147,0.000125894580432,3.72800426002e-12,0.149901742186,2.20017935577,0.0959880037321,35.5375637535,34.7130024469,5.83222171262e-12,0.46732184231,0.646386311074,0.979997902109,1.04981087546,1.20793489796,1.27650001212,-2.80580973567,0.0121506313078,2.78023494184,-0.0248759184344,0.0128297253483,0.0291648587575,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00019,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.011111111111111112,,0.5,2.0,1.0,0.115657882697,9.38441108918e-05,0.00773170216502,0.0388009383842,0.966263718703,1.66579910147,0.999172980853,2.97177086025,0.00161703999624,0.943316741905,0.277827251494,1.01251011117,2.39212246336,1.12195805726,3.95475820148,-2.81528628196,-0.000846804414707,2.83102483465,-0.0291595453921,0.0204109960947,0.0474228202761,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00012,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.011111111111111112,,0.5,2.0,1.0,0.115657882697,8.1627393204e-05,1.22923273255e-15,0.0390907597099,0.966263718703,1.66579910147,0.999172980853,2.97177086025,1.02687644012e-11,0.943316741905,0.277827251495,1.01264906842,2.39212246336,1.12195805726,3.95475820148,-2.81528628196,-0.00579811845411,2.78313297952,-0.0291595453914,0.0204109960947,0.0474228202761,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00013,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.011111111111111112,,0.5,2.0,1.0,2.3135592801,0.000253508567811,0.0278850888408,0.206978623767,2.03026465607,0.135424463888,51.2195018961,38.5829585491,0.0116976587342,0.442777104241,0.602119599555,1.01030032281,1.08877321018,1.40777305745,1.33110723319,-2.84804334623,0.0236576604865,2.82979452027,-0.0416427567297,0.0202039458161,0.0468016712835,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00014,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.011111111111111112,,0.5,2.0,1.0,2.06108591889,0.000146199516018,2.4584654651e-16,0.221283753866,1.76396006023,0.138742390164,30.0122720156,22.1803852577,5.03985420346e-15,0.374536344052,0.601959094762,1.01314470146,1.09088016287,1.48348002342,1.34052597016,-2.83979178062,0.00545404408387,2.78022965981,-0.0416977391701,0.0201900385007,0.0468001007809,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00015,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.015625,,0.5,1.0,0.5,0.141101357203,0.000259944803834,0.0215325408652,0.0723442221645,0.95305052787,1.63743507624,0.98299217242,2.95019048478,0.000457585484825,0.875758641742,0.260405730685,1.01045121673,2.35099472505,1.17932685976,3.95019048478,-2.86257942959,-0.011755676623,2.85573937874,-0.0410445820684,0.0443448404903,0.106322271471,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00008,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.015625,,0.5,1.0,0.5,0.141101357203,0.00023920114771,1.77191714726e-12,0.0717139774218,0.95305052787,1.63743507624,0.982992172433,2.95019048478,1.17643033449e-11,0.875758641742,0.260405730686,1.00766983446,2.35099472505,1.17932685975,3.95019048478,-2.84105388835,-0.02188104859,2.8553223599,-0.0410445820687,0.0443448404903,0.106322271471,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00009,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.015625,,0.5,1.0,0.5,1.54366468507,0.000530597477535,0.0577958014459,0.257550853803,1.56939736537,0.171946445875,17.1666499506,17.4471961332,0.0334698994281,0.330426159848,0.463713112446,0.968188105156,1.10996862596,1.42098066696,1.32869451077,-2.86040609717,-0.0238742371728,2.86261162802,-0.0993852543348,0.0438169834991,0.105968638261,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00010,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.015625,,0.5,1.0,0.5,1.40511453229,0.00025184424543,6.97548452335e-12,0.264555937347,1.56885193425,0.177450864245,13.682053806,18.4291648793,1.06861787619e-11,0.334664803511,0.436048597131,0.948930548342,1.10570260492,1.43180099083,1.32882349991,-2.86672550916,-0.0541655398117,2.85552457792,-0.0992800963812,0.0439482512979,0.106111262444,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00011,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.022222222222222223,,0.5,0.0,0.0,0.173497956787,0.000488379187359,0.032988046859,0.0920496869145,0.931857727037,1.52907801194,0.994086672649,2.82359445108,0.00924556139739,0.794755667887,0.224417694586,0.978332294286,2.22971572158,1.16555961022,3.82359445108,-2.91083981028,-0.050419494285,2.92255880861,-0.0196595071574,0.0128634102861,0.0321576266832,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00004,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.022222222222222223,,0.5,1.0,0.5010417092063656,0.173497956787,0.000459232537353,1.72567624723e-11,0.0926669324495,0.931857727037,1.52907801194,0.994086672649,2.82359445108,1.22574041282e-11,0.790015141059,0.224417694586,0.969719650805,2.22971572158,1.16555961022,3.82359445108,-2.79720199239,-0.078762205866,2.92255880861,-0.0196595071576,0.0128634102861,0.0321576266832,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00005,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.022222222222222223,,0.5,1.0,0.5010417092063656,0.897514691988,0.000797029193305,0.0765971563406,0.298377370157,1.25593393219,0.239719679043,5.23151055644,7.32684020276,0.0523719685539,0.289911555147,0.227588474609,0.882910467477,1.06867251926,1.37707191711,1.49134319207,-2.8976020762,-0.111124154664,2.92009015142,-0.0278996516833,0.0128929591131,0.032437003847,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00006,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.022222222222222223,,0.5,1.0,0.5010417092063656,1.22089015737,0.000532482222667,3.92888802073e-12,0.303323503963,1.37401532491,0.241561992705,9.85146157689,10.41406037,9.56430144611e-13,0.297856008283,0.238227212532,0.857031260438,1.05851785422,1.33646981403,1.49355250118,-2.8034789531,-0.0720400378209,2.92323770801,-0.0283920361858,0.0127842087814,0.0320802242022,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00007,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.03125,,0.5,0.0,0.0,0.2130436149,0.000784836311905,0.0257484321583,0.121949881487,0.897568095508,1.22226933142,0.980966707464,2.51193662496,0.0516195168712,0.731876371834,0.187880126876,0.91494499884,1.88089265732,1.10437384656,3.46490103031,-2.87969850019,-0.103707186588,2.85858685417,-0.0669731669269,-0.0214747673854,0.0565395755456,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00000,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.03125,,0.5,0.0,0.0,0.213043614895,0.000770116425751,5.02238981576e-11,0.121949881495,0.897568095508,1.25869056691,0.980966707462,2.51193662496,0,0.731876371832,0.187880126876,0.914944998825,1.94512161996,1.10437384655,3.46776779399,-2.87969850019,-0.103707186572,2.85858685418,-0.0669731669269,-0.0235755516355,0.0565395755455,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00001,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.03125,,0.5,0.0,0.0,0.828474851909,0.0010883872232,0.0597275505177,0.305534566898,1.18711885353,0.343815104763,6.90850482856,5.47654718101,0.0389685344764,0.241265951074,0.127574683838,0.823975636367,1.07056330436,1.39498791071,1.84521851332,-2.86453377734,-0.173981446577,3.02905474443,-0.0672970413894,-0.0255615237633,0.0155464649401,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00002,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
euler+SDPLS:R/simpleImp+volCorr:newtonShift+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,,,2,0.03125,,0.5,1.0,0.5014981418684025,0.797388443237,0.000969785275103,2.49044946384e-16,0.344206020064,1.12664118112,0.346868192199,5.02947756802,5.48163985268,1.23028203514e-13,0.258876856958,0.132948880638,0.759735179696,1.04898275365,1.20799020964,1.85242288305,-2.84942682961,-0.178039988989,2.87715964914,-0.0677328020235,-0.0255366524823,0.0155428526922,,0,UpwindUext,,,,,,,,sdplsVolCorr2DvortexRev,2Dvortex_00003,4,b487722,2026-08-19T20:27:22+00:00,on,1,2,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,on
