beta,h,mean,min,max,spread,strain,predicted,residual,maxStrain,targetUnreachable,blowup
0.5,0.00390625,1.50233190165,0.125960772693,1.94078835054,1.8148275778470002,-0.867243450266,1.367243450266,0.13508845138400005,2.25939535496,1,1.8220566406
1.0,0.00390625,1.92853602395,0.18488899036,2.63639024215,2.45150125179,-0.867421991474,1.867421991474,0.061114032476,0.630357894366,0,2.49921699405
1.5,0.00390625,2.40113570281,0.270505500608,3.42977727348,3.159271772872,-0.868499343819,2.368499343819,0.03263635899100015,1.65624299703,1,3.23704737455
2.0,0.00390625,2.90752308018,0.379643151171,4.40732519768,4.027682046509,-0.870020224101,2.870020224101,0.037502856078999613,2.5115393995,1,4.03014893854
