method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,gradientErrorMax,gradientErrorMaxHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,meanGradPsiBand,meanGradPsiBandHalf,maxGradPsiBand,maxGradPsiBandHalf,minStrainBand,meanStrainBand,maxStrainBand,minStrainBandHalf,meanStrainBandHalf,maxStrainBandHalf,sdplsBeta,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out,solverFailed,study,caseDir,np,gitCommit,runDate,oscillation,endTimeReached,lastTime,divPsi,divPsiGrad,divPsiGradScheme,gradPsiSdpls,gradUSdpls,nDefCorr,oscillationRendered
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,468.0,469.297597820637,1.488284603,,0.0790724535754,2.04802266295,0.734570003405,1.22094406208,4.05498674186,2.34393679151,0.00223565712222,0.253458225915,0.358589900171,2.72784197729,1.93472014921,5.0274993104,3.34393679151,-2.57231212514,-0.833270421975,1.11676849,-3.10282153515,-1.39803320887,1.91154218641,,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00006,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,337.0,337.9343813366553,1.488284603,,0.0790724535754,2.04802266295,0.734570003405,1.22094406208,4.05498674186,2.34393679151,0.00223565712222,0.253458225915,0.358589900171,2.72784197729,1.93472014921,5.0274993104,3.34393679151,-2.57231212514,-0.833270421975,1.11676849,-3.10282153515,-1.39803320887,1.91154218641,,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00007,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,472.0,473.3086884003006,1.64380935833,,0.00955240518904,0.391687061198,1.15403302849,0.15947918384,9.07101237253,7.14597695996,0.0359565647416,0.0395121326546,0.620696704477,0.994616300969,1.09426364512,2.02657141771,1.30278352831,-2.55029560159,-0.773900779978,2.33354960658,-2.99308099909,-1.37163259906,2.65128219115,,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00008,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/strictNegSp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,348.0,348.9648804307301,1.61395968833,,0.00954012768102,0.391728165446,1.19507092864,0.159468812775,9.40698990321,10.4429769125,0.0359583667161,0.0394317578255,0.620683098139,0.99477591913,1.09425408366,2.02661996545,1.30277663335,-2.54963546524,-0.773964970531,2.33098102883,-2.99333356904,-1.37165719941,2.65158990474,,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00009,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:beta/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,312.0,312.86506521375804,0.838383171203,,0.0720802171374,1.00184080754,0.583428709637,0.856185880764,1.92611303012,1.51139673611,0.00795152954883,0.190239231633,0.407130196304,1.85091907032,1.68133584667,2.62265182848,2.51139673611,-2.50408957529,-0.790285304263,2.53704007844,-3.10196196977,-1.38423722536,2.27340914032,1.0,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00010,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:beta/strictNegSp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.022222222222222223,,0.5,314.0,314.87061050358983,0.838382303708,,0.0720794482813,1.00182968705,0.583428442868,0.856186142742,1.92609786538,1.51138879258,0.00795163198384,0.19023874707,0.40713538654,1.85090680155,1.68133674464,2.62263549521,2.51138879258,-2.5040926929,-0.79029267093,2.53701871768,-3.10195749465,-1.38423501905,2.2732979012,1.0,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00011,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,241.0,242.42982286332528,1.38387165165,,0.244821435357,1.59990364597,0.717676540494,1.0839282713,4.10077259792,2.216358533,0.0115455756895,0.178421236794,0.305102781852,2.14451956087,1.77840263289,4.57978214322,3.216358533,-2.67407975191,-0.809319546049,1.11483809435,-3.10219292455,-1.28562018401,2.51611410027,,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00000,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,223.0,224.32303111419725,1.38387165165,,0.244821435357,1.59990364597,0.717676540494,1.0839282713,4.10077259792,2.216358533,0.0115455756895,0.178421236794,0.305102781852,2.14451956087,1.77840263289,4.57978214322,3.216358533,-2.67407975191,-0.809319546049,1.11483809435,-3.10219292455,-1.28562018401,2.51611410027,,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00001,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,278.0,279.6493392365329,1.31788686575,,0.137549766366,0.450846413647,0.962768980212,0.222838396837,6.24639208413,4.82858995715,0.0531600062186,0.0225786812706,0.464598088097,0.95306494263,1.05490168194,2.09375871186,1.43518340045,-2.25138587897,-0.722099323346,2.35174182293,-3.09037851675,-1.33048384459,2.29134738106,,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00002,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:R/strictNegSp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,249.0,250.47728586293775,1.38033175134,,0.137462596833,0.450571295891,0.953818515457,0.222893168225,5.82464751001,4.33337394486,0.0531587966945,0.0219713089578,0.464540534407,0.953103880829,1.05496219849,2.09346737253,1.43510864244,-2.25544170232,-0.720946472264,2.57408026447,-3.09036065544,-1.3305791903,2.29679792187,,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00003,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:beta/simpleImp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,253.0,254.50101736274397,0.830997840857,,0.0402654589633,0.849896608938,0.585417160958,0.788523233298,1.86117361344,1.60908456663,0.0168614918484,0.193821396788,0.340416221589,1.59951332293,1.5929914168,2.53134316766,2.38916043458,-2.75546027194,-0.819616564652,2.60446460817,-3.10644708531,-1.28754158403,2.65329581668,1.0,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00004,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
euler+SDPLS:beta/strictNegSp+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,1,0.03125,,0.5,234.0,235.3882927386644,0.830996161772,,0.0402603711124,0.849881787087,0.585416581178,0.788523045976,1.86115595363,1.60908258503,0.0168628044697,0.193792796628,0.340404111037,1.59949322202,1.59299264978,2.53132851979,2.38913826294,-2.75559461987,-0.819628039083,2.60433480638,-3.10644792536,-1.28753765298,2.65331493453,1.0,0,UpwindUext,,,,,,,,sdplsConv2Dvortex,2Dvortex_00005,4,a2175d1-dirty,2026-08-12T16:28:10+00:00,off,1,1,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3,off
