method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,meanGradPsiBand,meanGradPsiBandHalf,maxGradPsiBand,maxGradPsiBandHalf,minStrainBand,meanStrainBand,maxStrainBand,minStrainBandHalf,meanStrainBandHalf,maxStrainBandHalf,sdplsBeta,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out,solverFailed,study,caseDir,np,gitCommit,runDate,oscillation,endTimeReached,lastTime,divPsi,divPsiGrad,divPsiGradScheme,gradPsiSdpls,gradUSdpls,nDefCorr,oscillationRendered
euler+dc:3,none,,,,leiaLevelSetFoam,,0.4,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,,0,UpwindUext,,,,,,,136,stationaryDropletIteratedCoupling,stationaryDroplet2D_00002,4,7184492-dirty,2026-08-13T20:17:44+00:00,,0,0.066869,,,,leastSquares,Gauss linear,3 (solver default),
euler+dc:3,none,,,,leiaLevelSetFoam,,0.4,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,,0,UpwindUext,,,,,,,136,stationaryDropletIteratedCoupling,stationaryDroplet2D_00003,4,7184492-dirty,2026-08-13T20:17:44+00:00,,0,0.066659,,,,leastSquares,Gauss linear,3 (solver default),
euler+dc:3,none,,,,leiaLevelSetFoam,,0.4,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,0,UpwindUext,,,,,,,136,stationaryDropletIteratedCoupling,stationaryDroplet2D_00000,4,7184492-dirty,2026-08-13T20:17:44+00:00,,0,0.184001,,,,leastSquares,Gauss linear,3 (solver default),
euler+dc:3,none,,,,leiaLevelSetFoam,,0.4,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,0,UpwindUext,,,,,,,136,stationaryDropletIteratedCoupling,stationaryDroplet2D_00001,4,7184492-dirty,2026-08-13T20:17:44+00:00,,0,0.182155,,,,leastSquares,Gauss linear,3 (solver default),
