velocityExtension,reconstruction,solver,phaseIndicator,T,h,maxCellSize,cfl,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out
none,,leiaLevelSetFoam,,0.02,0.0078125,,,,2.101035e-12,0.00038223512,,,,0.00013736582,,,,,,,,,,
none,,leiaLevelSetFoam,,0.02,0.015625,,,,1.031115e-12,0.00094855157,,,,0.00086830504,,,,,,,,,,
none,,leiaLevelSetFoam,,0.02,0.03125,,,,3.5346334e-12,0.00074890931,,,,0.0003377394,,,,,,,,,,
