method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out
euler,none,nestedLSQ,,,leiaSemiLagrangeLevelSetFoam,detrixheAslam,3.0,0.0078125,0.0078125,0.5,2724.0,908.1599463164076,0.226603043602,0.000666379928589,0.0110140331939,2.08352998392,3.03243828371,14.7930491047,0.0119079746323,0.584888635721,0.0706199708837,,,,,,,,
euler,none,nestedLSQ,,,leiaSemiLagrangeLevelSetFoam,detrixheAslam,3.0,0.0125,0.0125,0.5,447.0,149.00024012829033,0.242360018983,0.00145456555845,0.00413302523841,1.65240351243,2.59175103956,9.86925160376,0.114474440171,0.0791233624301,0.260390189299,,,,,,,,
euler,none,nestedLSQ,,,leiaSemiLagrangeLevelSetFoam,detrixheAslam,3.0,0.02,0.02,0.5,82.0,27.33521049800206,0.221172803836,0.00284621112621,0.108912332138,1.03948917496,2.18883660703,3.18105541725,0.281416304956,0.0253487544369,0.0502687960751,,,,,,,,
euler,none,nestedLSQ,,,leiaSemiLagrangeLevelSetFoam,detrixheAslam,3.0,0.03125,0.03125,0.5,17.0,5.669687130118679,0.205079801064,0.00556722121288,0.346562346627,0.718388748665,1.8510708531,4.34949415547,0.597127760269,0.0528862950984,0.179220295861,,,,,,,,
