method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,surfaceTensionForce,psiDdt,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,gradientErrorMax,gradientErrorMaxHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,meanGradPsiBand,meanGradPsiBandHalf,maxGradPsiBand,maxGradPsiBandHalf,minStrainBand,meanStrainBand,maxStrainBand,minStrainBandHalf,meanStrainBandHalf,maxStrainBandHalf,sdplsBeta,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out,solverFailed,study,caseDir,np,gitCommit,runDate,oscillation,endTimeReached,lastTime,divPsi,divPsiGrad,divPsiGradScheme,gradPsiSdpls,gradUSdpls,nDefCorr,oscillationRendered
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,,reconstructedCurvature,EulerDdt,0.5,0.004166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,0,UpwindUext,,,,,,,136,viscousHorizon2D,stationaryDroplet2D_00002,4,9c3b75c-dirty,2026-08-24T09:33:38+00:00,,0,9.09303e-05,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3 (solver default),
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,,reconstructedCurvature,EulerDdt,0.5,0.005263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,0,UpwindUext,,,,,,,136,viscousHorizon2D,stationaryDroplet2D_00001,4,9c3b75c-dirty,2026-08-24T09:33:38+00:00,,0,0.000129091,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3 (solver default),
euler+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,,reconstructedCurvature,EulerDdt,0.5,0.006666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,0,UpwindUext,,,,,,,136,viscousHorizon2D,stationaryDroplet2D_00000,4,9c3b75c-dirty,2026-08-24T09:33:38+00:00,,0,0.00018403,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3 (solver default),
