method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out,solverFailed,divPsi,divPsiGrad,divPsiGradScheme,gradPsiSdpls,gradUSdpls,nDefCorr
euler+SDPLS:beta/expl+div:linearUpwind/grad(psi)+dc:3,none,,,,leiaLevelSetFoam,detrixheAslam,2,0.03125,,0.5,0.0,0.0,0.457173372421,0.00149872694517,0.147794380328,0.274881407851,0.535222853945,0.683271101956,0.0486187466602,0.461705229688,0.251801934517,0,UpwindUext,,,,,,,,Gauss linearUpwind grad(psi),grad(psi),cellLimited leastSquares 1,leastSquares,Gauss linear,3
