TIME,maxMagU,phaseVolumeRelError,m2CosCoefficient,m2SinCoefficient,m2Amplitude,m2Phase,minGradPsiBand,maxGradPsiBand,pLaplace
0.0038607478,0.1232719744,0.002826896552,-7.897395004e-05,-1.11914119e-08,7.897395084e-05,-1.570725472,0.6801874704,1.465020856,67.93033102
0.0038819607,0.1238993519,0.002875167164,-7.973169928e-05,-1.245743653e-08,7.973170025e-05,-1.570718206,0.6808922815,1.463008914,67.90412902
0.0039031736,0.1245760746,0.002920218469,-8.046821157e-05,-1.373345834e-08,8.046821275e-05,-1.570710992,0.6816005437,1.461014835,67.87910448
0.0039243865,0.1252257797,0.002962130257,-8.11832978e-05,-1.501299729e-08,8.118329918e-05,-1.570703863,0.6823121388,1.459040882,67.85552907
0.0039455994,0.1258603577,0.003001504034,-8.187674126e-05,-1.633483422e-08,8.187674289e-05,-1.570696574,0.6828480606,1.457089492,67.83215644
0.0039668123,0.1264784579,0.003040442387,-8.254840682e-05,-1.773248604e-08,8.254840872e-05,-1.57068892,0.6833434674,1.455164322,67.81082543
0.0039880252,0.1270848257,0.003091596548,-8.320257179e-05,-9.44466686e-09,8.320257232e-05,-1.57073957,0.6838315427,1.45326826,67.79159004
0.0040092381,0.1278687115,0.003130383406,-8.383536013e-05,1.246605975e-10,8.383536013e-05,1.570795583,0.684312766,1.451408758,67.76515017
0.004030451,0.1282823455,0.003183229125,-8.444911169e-05,1.100143179e-09,8.44491117e-05,1.570789813,0.6847865514,1.449593537,67.72537599
0.0040516639,0.1288250819,0.003218863708,-8.50413001e-05,-1.450121583e-09,8.504130011e-05,-1.570787801,0.6852515312,1.447823765,67.6779743
0.0040728768,0.1292846513,0.003251221608,-8.560998373e-05,-3.797220302e-09,8.560998381e-05,-1.570774149,0.6857060686,1.446094989,67.64050406
0.0040940897,0.129680626,0.003279520946,-8.615484612e-05,-5.961870526e-09,8.615484633e-05,-1.570761727,0.6861515903,1.444405111,67.61884498
0.0041153026,0.1300580894,0.003303841189,-8.66755461e-05,-8.031734443e-09,8.667554647e-05,-1.570749995,0.686590374,1.442756671,67.59732195
0.0041365155,0.1308443618,0.003324232775,-8.717175777e-05,-1.002654828e-08,8.717175835e-05,-1.570738816,0.6870249179,1.441151042,67.58104994
0.0041577284,0.1326493598,0.003340507895,-8.764318817e-05,-1.195616e-08,8.764318899e-05,-1.570728118,0.6874554958,1.439590604,67.54411039
0.0041789413,0.1345262411,0.003352338373,-8.808948184e-05,-1.376828067e-08,8.808948291e-05,-1.570718177,0.6878834274,1.438078746,67.49040192
0.0042001542,0.1364412952,0.003359118766,-8.851033787e-05,-1.540147603e-08,8.851033921e-05,-1.570709323,0.6883132784,1.436619305,67.43422804
0.0042213671,0.1383966111,0.003360308414,-8.890562539e-05,-1.688515556e-08,8.8905627e-05,-1.570701366,0.688746985,1.435215056,67.42316139
0.00424258,0.1348705269,0.003355337878,-8.927514702e-05,-1.826834914e-08,8.927514888e-05,-1.570694012,0.6891896096,1.433867375,67.42612522
0.0042637929,0.133140218,0.003340322246,-8.962011224e-05,-1.948694936e-08,8.962011436e-05,-1.570687607,0.6896431173,1.432592712,67.46942973
0.0042850058,0.1326848121,0.003312224802,-8.994360808e-05,-2.04694981e-08,8.994361041e-05,-1.570682536,0.6900941242,1.4314048,67.47824952
0.0043062187,0.1331670905,0.00327386022,-9.024709486e-05,-2.12802161e-08,9.024709737e-05,-1.570678427,0.6905334697,1.430296435,67.48369322
0.0043274316,0.1338895425,0.003228769019,-9.053011905e-05,-2.209611183e-08,9.053012175e-05,-1.570674289,0.6909659914,1.429260116,67.54956473
0.0043486445,0.1346964707,0.003178959856,-9.079242087e-05,-2.304959357e-08,9.07924238e-05,-1.570669391,0.6913955459,1.428292806,67.60873682
0.0043698574,0.1356209203,0.003125818128,-9.103369298e-05,-2.413424601e-08,9.103369618e-05,-1.57066377,0.6918242018,1.427393228,67.63459782
0.0043910703,0.1366491387,0.003070443906,-9.125354015e-05,-2.5273369e-08,9.125354365e-05,-1.570657848,0.6922497374,1.426562099,67.656732
0.0044122832,0.1377174448,0.003013897616,-9.145138287e-05,-2.640784023e-08,9.145138668e-05,-1.570651945,0.6926677892,1.425803787,67.66698735
0.0044334961,0.138793885,0.002957041467,-9.162685585e-05,-2.753332544e-08,9.162685999e-05,-1.57064608,0.6930762145,1.425119068,67.60285988
0.004454709,0.1398606036,0.002900456715,-9.178002991e-05,-2.863883776e-08,9.178003438e-05,-1.570640308,0.6934725933,1.424504293,67.59032601
0.0044759219,0.1409179055,0.002844541057,-9.191086015e-05,-2.975496095e-08,9.191086497e-05,-1.570634458,0.6938567596,1.423959094,67.91371734
0.0044971348,0.1419530092,0.00278943623,-9.20193985e-05,-3.087660708e-08,9.201940368e-05,-1.570628555,0.6942316196,1.423484992,67.58074689
0.0045183477,0.1429501712,0.002734405844,-9.210652124e-05,-3.195101177e-08,9.210652678e-05,-1.570622881,0.6945976209,1.423081214,67.4689347
0.0045395606,0.1439034562,0.002678427122,-9.217371501e-05,-3.29845967e-08,9.217372091e-05,-1.570617401,0.694951126,1.422743962,67.25762949
0.0045607735,0.1447885486,0.002620959088,-9.222211246e-05,-3.397869437e-08,9.222211872e-05,-1.570612105,0.6952886017,1.422466769,66.93605127
0.0045819864,0.1456074689,0.00256121844,-9.225260507e-05,-3.502683607e-08,9.225261172e-05,-1.570606485,0.6956059749,1.422238143,66.82257266
0.0046031993,0.146378712,0.002498659878,-9.226592859e-05,-3.612643246e-08,9.226593566e-05,-1.570600553,0.6959009111,1.422047781,66.78636319
0.0046244122,0.1470919629,0.002433337897,-9.226246874e-05,-3.725854101e-08,9.226247626e-05,-1.570594411,0.6961740091,1.42189037,66.79961431
0.0046456251,0.1477567068,0.00236546591,-9.224244061e-05,-3.857959222e-08,9.224244868e-05,-1.570587206,0.6964245361,1.42176282,66.96861811
0.004666838,0.1483591214,0.00229542278,-9.220583591e-05,-4.017491806e-08,9.220584466e-05,-1.570578472,0.6966534851,1.421664919,67.09143958
0.0046880509,0.1488695869,0.002223699244,-9.215258719e-05,-4.201424381e-08,9.215259676e-05,-1.570568367,0.6968668263,1.421595682,67.16276189
0.0047092638,0.1493962871,0.0021506345,-9.208263002e-05,-4.404689866e-08,9.208264056e-05,-1.570557156,0.6970730145,1.421554689,67.17536301
0.0047304767,0.1501766955,0.002076643423,-9.19958514e-05,-4.628886342e-08,9.199586305e-05,-1.570544746,0.6917883192,1.421542163,67.14688921
0.0047516896,0.1509046296,0.002003309899,-9.189047155e-05,-4.891067031e-08,9.189048457e-05,-1.570530191,0.6839101495,1.421555551,67.14710328
0.0047729025,0.151594278,0.001931024007,-9.176524688e-05,-5.207512236e-08,9.176526165e-05,-1.570512586,0.6761167201,1.421592468,67.24892139
0.0047941154,0.1522061738,0.001859432075,-9.162068618e-05,-5.573913471e-08,9.162070314e-05,-1.570492143,0.6684245552,1.42165275,67.32970968
0.0048153283,0.1527623711,0.001788600991,-9.145686678e-05,-5.990191948e-08,9.14568864e-05,-1.57046884,0.6608467857,1.421735805,67.36567155
0.0048365412,0.1532723612,0.001718115605,-9.127367138e-05,-6.45625139e-08,9.127369421e-05,-1.570442651,0.6533953807,1.421840178,67.39004547
0.0048577541,0.1537323139,0.001647904734,-9.10709508e-05,-6.974244728e-08,9.10709775e-05,-1.570413425,0.6460806515,1.421964299,67.40328763
0.004878967,0.1541387897,0.001577903338,-9.084853607e-05,-7.550249617e-08,9.084856745e-05,-1.570380786,0.6389127147,1.422106498,67.41764729
0.0049001799,0.154493086,0.001508284667,-9.060626859e-05,-8.18676632e-08,9.060630557e-05,-1.57034455,0.6319020964,1.422265021,67.4332433
0.0049213928,0.154799866,0.001439227458,-9.034399988e-05,-8.886346073e-08,9.034404358e-05,-1.570304521,0.6250594406,1.422438055,67.6522098
0.0049426057,0.1604473284,0.001371014506,-9.006159073e-05,-9.651354891e-08,9.006164244e-05,-1.570260507,0.6183953976,1.422623698,67.65943145
0.0049638186,0.1647006201,0.001307884882,-8.975700224e-05,-1.011801551e-07,8.975705927e-05,-1.570232693,0.6117275783,1.422813532,67.88854848
0.0049850315,0.1678010064,0.001252034081,-8.942516584e-05,-4.21748057e-08,8.942517578e-05,-1.570560516,0.6049698492,1.422999734,67.91203955
0.0050062444,0.1701990561,0.001201639275,-8.906946476e-05,6.062130413e-09,8.906946497e-05,1.570762296,0.5982672308,1.423184915,67.9299648
0.0050274573,0.1722438381,0.001155722375,-8.868803346e-05,5.882429812e-09,8.868803366e-05,1.570763163,0.5916929942,1.423371076,67.98196178
0.0050486702,0.1738259571,0.001112567219,-8.828414548e-05,5.84749972e-09,8.828414567e-05,1.570763209,0.5852919994,1.423556077,67.99584871
0.0050698831,0.1753132109,0.001071745727,-8.785775537e-05,6.01206218e-09,8.785775557e-05,1.570762112,0.5790884559,1.423737904,68.04253455
0.005091096,0.1765177031,0.001032967107,-8.74089353e-05,6.376356327e-09,8.740893553e-05,1.570759853,0.5731171352,1.423907114,68.04705919
0.0051123089,0.1775446042,0.0009962353802,-8.693780288e-05,6.866014149e-09,8.693780315e-05,1.570756839,0.5674068157,1.424053049,68.05189105
0.0051335218,0.1784339443,0.0009616973241,-8.644435666e-05,7.42016936e-09,8.644435698e-05,1.570753408,0.561969186,1.424170586,68.0645194
0.0051547347,0.1792066294,0.0009294938383,-8.592862653e-05,8.06662516e-09,8.59286269e-05,1.570749389,0.5568158106,1.424255118,68.09142736
0.0051759476,0.1798792349,0.0008990756111,-8.539069499e-05,8.824762537e-09,8.539069545e-05,1.570744654,0.5519577914,1.42430246,68.36107564
0.0051971605,0.1805522477,0.0008699386853,-8.483057318e-05,9.686392239e-09,8.483057374e-05,1.570739234,0.5474058078,1.424308706,68.61545712
0.0052183734,0.1811044739,0.0008425456575,-8.42484787e-05,1.133157765e-08,8.424847946e-05,1.570729076,0.543698429,1.424282611,68.65050428
0.0052395863,0.1735902302,0.0008169249734,-8.364448413e-05,1.408573093e-08,8.364448532e-05,1.570712127,0.5411384313,1.42423738,68.66101794
0.0052607992,0.1724023738,0.0007925737217,-8.301857816e-05,1.694341842e-08,8.301857989e-05,1.570694281,0.5393886365,1.424171803,68.6954634
0.0052820121,0.1744312906,0.0007690794549,-8.237077936e-05,1.9435109e-08,8.237078166e-05,1.570678353,0.5382980524,1.424080298,68.72784948
0.005303225,0.1764693798,0.0007457837756,-8.170090862e-05,2.183216919e-08,8.170091153e-05,1.570662716,0.537765904,1.423961554,68.75919319
0.0053244379,0.1785304004,0.0007225263056,-8.100895111e-05,2.426862556e-08,8.100895475e-05,1.570646537,0.5377230259,1.423814246,68.7903865
0.0053456508,0.1807044959,0.0006999077809,-8.029498661e-05,2.679442214e-08,8.029499108e-05,1.570629477,0.5381221798,1.423636359,68.81938457
0.0053668637,0.1828803811,0.0006786466267,-7.955913387e-05,2.943222433e-08,7.955913931e-05,1.570611356,0.5389336086,1.423425467,68.84278927
0.0053880766,0.1845821545,0.0006591864651,-7.88015238e-05,3.219349316e-08,7.880153037e-05,1.570592057,0.5401434192,1.423177871,68.87669509
0.0054092895,0.1859257748,0.0006418735823,-7.802232027e-05,3.510131499e-08,7.802232817e-05,1.570571383,0.5417410256,1.422889387,68.92426735
0.0054305024,0.1869911219,0.000626921186,-7.722174228e-05,3.818270929e-08,7.722175172e-05,1.570549099,0.5437168844,1.422555804,68.96404612
0.0054517153,0.1877997641,0.0006143971486,-7.640003053e-05,4.143660758e-08,7.640004177e-05,1.570525145,0.5457934709,1.422173035,68.99264664
0.0054729282,0.1883747745,0.0006042955573,-7.555741208e-05,4.486190998e-08,7.55574254e-05,1.570499454,0.5478505714,1.421737114,69.02027254
0.0054941411,0.1887433373,0.0005966466725,-7.469411546e-05,4.847080299e-08,7.469413119e-05,1.570471865,0.550270615,1.421244264,69.04575712
0.005515354,0.1889293311,0.0005915256659,-7.381038763e-05,5.226880747e-08,7.381040614e-05,1.570442252,0.5530430449,1.42069073,69.06978336
0.0055365669,0.1889525239,0.0005890458535,-5.734309912e-05,1.950636343e-05,6.057003575e-05,1.406851187,0.556156497,1.420072772,69.09421364
0.0055577798,0.1888299737,0.0005876720048,-5.679440753e-05,1.909416318e-05,5.99182092e-05,1.408633083,0.5595989208,1.419386655,69.11829067
0.0055789927,0.188721048,0.0005829237856,-4.129312415e-05,-6.695073042e-07,4.129855133e-05,-1.562690272,0.56335855,1.418594916,69.13877189
0.0056002056,0.1885459386,0.0005736989065,-4.088791519e-05,-5.148464341e-07,4.089115644e-05,-1.564500833,0.5674229785,1.417628635,69.16857853
0.0056214185,0.1882295673,0.000570251218,-4.033046263e-05,-3.970597858e-07,4.033241714e-05,-1.565873907,0.5641528038,1.416436835,69.21899311
0.0056426314,0.1877836833,0.000575280344,-3.963513738e-05,-3.08332272e-07,3.963633666e-05,-1.566906772,0.5583942008,1.414994884,69.28845622
0.0056638443,0.1872092483,0.0005868253627,-3.882173726e-05,-2.387337154e-07,3.88224713e-05,-1.567721623,0.5527398254,1.413303955,68.76716384
0.0056850572,0.1865166192,0.0006058511361,-3.796219537e-05,-1.850251178e-07,3.796264627e-05,-1.568359381,0.5471941505,1.411384311,68.81646518
0.0057062701,0.1857081945,0.0006344612922,-3.706815524e-05,-1.426783082e-07,3.706842983e-05,-1.568871796,0.5417615902,1.40925955,68.54253794
0.005727483,0.1805697683,0.000674609379,-3.61491047e-05,-1.109119404e-07,3.614927485e-05,-1.569262242,0.5364462301,1.406950257,68.97037233
0.0057486959,0.1762404873,0.0007289614141,-3.520913352e-05,-8.564690124e-08,3.520923769e-05,-1.569580069,0.5314147281,1.404465406,69.01483423
0.0057699088,0.172409427,0.0008000384782,-3.425291586e-05,-6.531031622e-08,3.425297813e-05,-1.569842974,0.5267574522,1.401816112,69.05466325
0.0057911217,0.1689330398,0.0008893682162,-3.328404675e-05,-4.863441091e-08,3.328408229e-05,-1.570065731,0.5223635605,1.399020807,69.28799136
0.0058123346,0.1657152007,0.0009851614306,-3.230488666e-05,-3.484788695e-08,3.230490546e-05,-1.570256968,0.5181740271,1.396090804,69.27739469
0.0058335475,0.1627036653,0.001068813182,-3.131708682e-05,-2.34672859e-08,3.131709561e-05,-1.570421655,0.5141546886,1.393034527,69.32361314
0.0058547604,0.1598567076,0.00113710828,-3.03218184e-05,-1.417288681e-08,3.032182171e-05,-1.570562619,0.5102845709,1.389856914,69.56298393
0.0058759733,0.1571442067,0.001191114734,-2.931983579e-05,-6.750721215e-09,2.931983657e-05,-1.570681205,0.5065495853,1.386558877,69.60180886
0.0058971862,0.1545430592,0.001230874059,-2.831503893e-05,3.837126627e-09,2.831503919e-05,1.570728569,0.5029407826,1.383142492,69.84754976
0.0059183991,0.1521656309,0.001254722022,-2.730513366e-05,1.360586438e-08,2.730513705e-05,1.570547182,0.4994527504,1.379611239,70.05881551
0.005939612,0.1499889779,0.001260480693,-2.629045407e-05,2.266096393e-08,2.629046384e-05,1.570365354,0.4960797602,1.375967807,70.15211858
0.0059608249,0.147959857,0.001248101543,-2.527122476e-05,3.099791778e-08,2.527124377e-05,1.570183022,0.4928158643,1.372214807,70.22625637
0.0059820378,0.1465203844,0.001218426932,-2.424758815e-05,3.853291846e-08,2.424761877e-05,1.570001755,0.4896582464,1.368354944,70.22188275
0.0060032507,0.145063825,0.001178332662,-2.321964577e-05,4.541684045e-08,2.321969019e-05,1.569818345,0.486606932,1.364389787,70.26604632
0.0060244636,0.1435677989,0.001130666087,-2.218748118e-05,5.183172018e-08,2.218754172e-05,1.569628289,0.4836645045,1.360320459,70.30171104
0.0060456765,0.1420440089,0.001074433319,-2.115129558e-05,5.790405573e-08,2.115137484e-05,1.569427524,0.4808380241,1.356148508,70.61353366
0.0060668894,0.1405329523,0.001009937711,-2.011136403e-05,6.374520911e-08,2.011146505e-05,1.569211526,0.4781374977,1.351875537,70.64074009
0.0060881023,0.1390000385,0.0009390337071,-1.906794053e-05,6.941717313e-08,1.906806689e-05,1.568976076,0.4755707658,1.347504257,70.68248105
0.0061093152,0.1372159226,0.0008667258919,-1.802123027e-05,7.493526687e-08,1.802138606e-05,1.568717256,0.4731433387,1.343037952,70.71045279
0.0061305281,0.1354795629,0.0007938886359,-1.697144223e-05,8.022750034e-08,1.697163186e-05,1.568432741,0.4708593314,1.338479776,70.75030872
0.006151741,0.1337859554,0.0007188158237,-1.591882419e-05,8.526959673e-08,1.591905256e-05,1.568118089,0.4687216724,1.33701927,70.78959065
0.0061729539,0.1321131209,0.0006398697526,-1.486365469e-05,9.01220367e-08,1.48639279e-05,1.56776474,0.4667337443,1.34265218,70.83861928
0.0061941668,0.1304540825,0.0005568993353,-1.380621478e-05,9.482757387e-08,1.380654044e-05,1.567362146,0.4648974471,1.348189118,70.8709738
0.0062153797,0.1288090031,0.0004699668851,-1.274677258e-05,9.941035891e-08,1.274716021e-05,1.566896973,0.463213061,1.353629746,70.35276881
0.0062365926,0.1271762251,0.000379208201,-1.16855996e-05,1.038903167e-07,1.168606141e-05,1.566351216,0.4616807181,1.358973672,70.38365408
0.0062578055,0.1255539191,0.0002848168604,-1.062296067e-05,1.082867736e-07,1.062351257e-05,1.565699677,0.4602999373,1.364220508,70.41101352
0.0062790184,0.1256109961,0.0001875969399,-9.559117035e-06,1.126167483e-07,9.559780386e-06,1.564906058,0.459069861,1.369369827,70.4527102
0.0063002313,0.1257875861,8.89914019e-05,-8.494344417e-06,1.168848738e-07,8.495148565e-06,1.563916602,0.4579889365,1.374420948,70.45723454
0.0063214442,0.1259100204,9.023430401e-06,-7.412902168e-06,1.139937486e-07,7.4137786e-06,1.563108058,0.4570553436,1.379373154,70.47371098
0.0063426571,0.1259840464,0.0001047494658,-6.310010302e-06,1.017571863e-07,6.310830733e-06,1.56273387,0.4562664791,1.384225768,70.43966896
0.00636387,0.1260132494,0.0001969879551,-5.205914701e-06,8.909281265e-08,5.206677002e-06,1.562240278,0.4556182829,1.388978033,70.45630026
0.0063850829,0.1259988447,0.0002844802792,-4.100878786e-06,7.601011531e-08,4.101583152e-06,1.561529848,0.4551062619,1.393629202,70.46963269
0.0064062958,0.1259442575,0.0003659971195,-2.965249059e-06,7.638952747e-08,2.966232853e-06,1.557918381,0.4547259254,1.398178477,70.49825308
0.0064275087,0.1258517993,0.0004402707978,-1.819082936e-06,8.114381164e-08,1.820891827e-06,1.548507608,0.4544724033,1.402625053,70.52585295
0.0064487216,0.1257235767,0.0005066869027,-6.720680479e-07,8.598974525e-08,6.77546823e-07,1.50716805,0.454340442,1.406968083,70.76828758
0.0064699345,0.1255610883,0.0005648704403,4.753826324e-07,9.091931197e-08,4.839989343e-07,0.09448647685,0.4543243866,1.411206729,70.77365449
0.0064911474,0.1253648242,0.0006141906268,1.622871284e-06,9.593764711e-08,1.625704535e-06,0.02952363629,0.4544181849,1.415340206,71.0180883
0.0065123603,0.1251346979,0.0006535771075,2.192178029e-06,1.043669652e-07,2.194661015e-06,0.02378643938,0.4546153957,1.419367705,71.02490803
0.0065335732,0.1248796408,0.0006819748537,3.099037835e-06,1.395569835e-07,3.102178534e-06,0.02250097758,0.4549091943,1.423390203,71.02373551
0.0065547861,0.1245942242,0.0006987951214,4.122349392e-06,1.71534923e-07,4.125916715e-06,0.02079348531,0.4552922104,1.427460896,71.27066131
0.006575999,0.124282119,0.0007038519359,5.280616364e-06,1.840843329e-07,5.283824015e-06,0.01742313825,0.4557573813,1.431429822,71.53300013
0.0065972119,0.1239397063,0.0006977093798,6.44147073e-06,1.847909343e-07,6.444120798e-06,0.01433991348,0.4562990881,1.435296057,71.53841909
0.0066184248,0.1235684644,0.0006807820806,7.514200288e-06,1.897189865e-07,7.516594924e-06,0.01262134902,0.4569120041,1.439058584,71.53954341
0.0066396377,0.1231767184,0.0006528433643,8.592249967e-06,1.946624759e-07,8.594454781e-06,0.01132585654,0.4575920956,1.442716505,71.53653436
0.0066608506,0.1227848999,0.0006129684883,9.674952446e-06,1.996394681e-07,9.677011975e-06,0.01031587192,0.4583386264,1.446269171,71.53031123
0.0066820635,0.1223636822,0.0005567165767,1.076162451e-05,2.046550095e-07,1.076357031e-05,0.009507409566,0.4591410305,1.449718169,71.52637113
0.0067032764,0.121913507,0.0004625489777,1.185148696e-05,2.096611532e-07,1.185334135e-05,0.008844429647,0.4599935487,1.45306593,71.52447511
0.0067244893,0.1214383774,0.000336430791,1.294368402e-05,2.146925653e-07,1.294546442e-05,0.008292572639,0.4609104865,1.456314545,71.50985602
0.0067457022,0.1209383307,0.0001893358831,1.403750631e-05,2.197852283e-07,1.403922679e-05,0.007827860113,0.4618890935,1.459464668,71.49028136
0.0067669151,0.1204127263,2.607631637e-05,1.513238263e-05,2.248845046e-07,1.513405356e-05,0.007430024629,0.4629135117,1.462515075,71.46791007
0.006788128,0.1199042344,0.0001517120342,1.622770992e-05,2.299972388e-07,1.622933972e-05,0.00708608428,0.4639783476,1.465465575,71.44200818
0.0068093409,0.1193650448,0.0003431285209,1.732282826e-05,2.35172155e-07,1.732442452e-05,0.006787509099,0.4650808083,1.468316606,71.4033322
0.0068305538,0.1187145365,0.0005483019103,1.841708875e-05,2.404245623e-07,1.841865798e-05,0.00652684334,0.4662201009,1.471065963,70.8505214
0.0068517667,0.1179758911,0.0007677626183,1.950965386e-05,2.457161964e-07,1.951120115e-05,0.006296964755,0.4673921493,1.473727823,70.80247832
0.0068729796,0.1171829817,0.001002311307,2.059965165e-05,2.510183338e-07,2.060118099e-05,0.006092479495,0.468574595,1.476328941,70.83866747
0.0068941925,0.1163483725,0.001252854417,2.168644632e-05,2.563522094e-07,2.168796141e-05,0.005910149281,0.4697426913,1.478883608,70.34530762
0.0069154054,0.1155442874,0.001519918349,2.276950847e-05,2.617353443e-07,2.277101274e-05,0.005747243457,0.4708885251,1.481397009,70.33865307
0.0069366183,0.114668873,0.00180179299,2.384859301e-05,2.675242165e-07,2.385009345e-05,0.005608569778,0.4720102767,1.483870726,70.33258655
0.0069578312,0.1138756495,0.002097001831,2.49234262e-05,2.739226883e-07,2.492493143e-05,0.005495064316,0.4731073341,1.486304052,70.31887632
0.0069790441,0.1130100821,0.002402129257,2.599392978e-05,2.805278465e-07,2.599544347e-05,0.005395816615,0.4741820482,1.488692645,70.30543308
0.007000257,0.112118712,0.002709014632,2.705993938e-05,2.870611723e-07,2.706146196e-05,0.005303973536,0.4752417096,1.491029498,70.29060408
0.0070214699,0.1111916988,0.003015539856,2.820596121e-05,2.160869102e-07,2.820678892e-05,0.003830443523,0.4762982119,1.493309473,70.23163223
0.0070426828,0.1102378874,0.003318027265,2.925893378e-05,4.392209775e-08,2.925896675e-05,0.0007505752788,0.4773492816,1.49553158,70.21692843
0.0070638957,0.1092676599,0.003612630234,3.278058499e-05,3.132462737e-07,3.278208163e-05,0.004777778366,0.4783709952,1.497693334,70.16088061
0.0070851086,0.1082797064,0.003897627636,3.402111604e-05,3.192302227e-07,3.402261372e-05,0.004691510618,0.4793558158,1.499791644,70.1419427
0.0071063215,0.1072815605,0.00417229898,3.174532441e-05,1.029220818e-05,3.337207172e-05,0.1567594086,0.4803264076,1.501824879,70.12194221
0.0071275344,0.1062711083,0.004432132703,3.307186658e-05,1.00792947e-05,3.457369724e-05,0.1479133379,0.4812950513,1.503791458,70.09940728
0.0071487473,0.1052402379,0.004678052105,3.457249944e-05,1.005530666e-05,3.600509561e-05,0.1415192545,0.4822629343,1.505690862,70.0786562
0.0071699602,0.1041981531,0.004908145538,3.8594308e-05,9.916230063e-06,3.984786354e-05,0.1257475169,0.4832357648,1.507522963,70.01278386
0.0071911731,0.1032066276,0.005120841548,4.01302874e-05,9.762087066e-06,4.130058488e-05,0.1193124934,0.4842161002,1.509288295,69.98766055
0.007212386,0.1023568486,0.005315414705,4.165205861e-05,9.619586255e-06,4.274845525e-05,0.1134857289,0.4852100763,1.510988068,69.92422928
0.0072335989,0.1015065222,0.005491321256,4.315285175e-05,9.488272195e-06,4.418366127e-05,0.1082159664,0.4862235995,1.512623883,69.88647444
0.0072548118,0.1006522668,0.005648218518,4.460837858e-05,9.367996309e-06,4.558143037e-05,0.1034986393,0.4872566086,1.514196564,69.84723834
0.0072760247,0.09979468558,0.005786140698,4.116951742e-05,-1.421817182e-06,4.119406181e-05,-0.01726097853,0.4883079415,1.515706887,69.80463264
0.0072972376,0.09893244724,0.00590943715,4.276386987e-05,-1.247692192e-06,4.278206753e-05,-0.01458402082,0.4893767933,1.517156509,69.75957742
0.0073184505,0.09806701511,0.006019453065,4.431774702e-05,-1.090831178e-06,4.433116978e-05,-0.01230444958,0.4904626093,1.518547043,69.71151956
0.0073396634,0.09718216898,0.006119141221,4.583497939e-05,-9.492384249e-07,4.584480766e-05,-0.01035347635,0.4915649806,1.519880026,69.85407553
0.0073608763,0.09628350229,0.006212009397,4.731874006e-05,-8.212387276e-07,4.732586601e-05,-0.008676861279,0.4926752061,1.521156308,69.79882613
0.0073820892,0.09536827166,0.006298042827,4.877152355e-05,-7.057840748e-07,4.877663006e-05,-0.007235111413,0.4937842495,1.522376301,69.49757381
0.0074033021,0.09444226374,0.006377231359,5.019554075e-05,-6.016323699e-07,5.019914613e-05,-0.005992599676,0.4948915293,1.523540926,69.20040856
0.007424515,0.09349481825,0.006449732716,5.157555545e-05,-5.073622062e-07,5.157805092e-05,-0.004918471906,0.4959965839,1.524651675,69.14236194
0.0074457279,0.09253334256,0.006513381602,5.292956381e-05,-4.214737542e-07,5.293124186e-05,-0.003981374641,0.4971098435,1.525711525,69.08033479
0.0074669408,0.09155447056,0.006560253138,5.426055527e-05,-3.428197257e-07,5.426163823e-05,-0.003158972135,0.4982439252,1.526723443,69.01374057
0.0074881537,0.09055878153,0.006585434269,5.556956648e-05,-2.705032163e-07,5.557022486e-05,-0.002433895897,0.499400457,1.527688618,68.94182524
0.0075093666,0.08954803594,0.006585251729,5.685740219e-05,-2.037505534e-07,5.685776726e-05,-0.001791760381,0.5005795843,1.52860772,68.86409326
0.0075305795,0.08858162075,0.006562552054,5.792742398e-05,1.186552845e-06,5.793957505e-05,0.01024028739,0.5017804247,1.529481655,68.78077121
0.0075517924,0.08776054771,0.006520205665,5.917339041e-05,1.311101695e-06,5.918791363e-05,0.01107666128,0.5030031888,1.530312407,68.99580755
0.0075730053,0.08707649929,0.006458522136,6.040212507e-05,1.428908902e-06,6.041902427e-05,0.01182609415,0.5042507096,1.531103467,68.66034403
0.0075942182,0.08655388893,0.006378324605,6.161375952e-05,1.540544177e-06,6.163301581e-05,0.01249902034,0.5055258008,1.531859367,68.16045505
0.0076154311,0.08618855279,0.006292332601,6.262797881e-05,3.524593609e-07,6.262897059e-05,0.00281388324,0.5068318066,1.532584377,68.37674084
0.007636644,0.08561909047,0.006199607512,6.380448441e-05,3.64771873e-07,6.380552711e-05,0.002858481675,0.5081721178,1.533282017,68.6276261
0.0076578569,0.08515437326,0.00609868099,6.496760257e-05,3.765363402e-07,6.496869372e-05,0.002897845305,0.5095482024,1.533955808,68.54275829
0.0076790698,0.08464139847,0.00598982234,6.611712123e-05,3.877377585e-07,6.611825815e-05,0.002932170264,0.5109560373,1.534613944,68.45693093
0.0077002827,0.08407620222,0.005873279316,6.725288949e-05,3.983797608e-07,6.72540694e-05,0.002961769407,0.5123857401,1.535260151,68.38306948
0.0077214956,0.08352795561,0.005747930908,6.837465077e-05,4.084933577e-07,6.8375871e-05,0.00298713407,0.514047765,1.535856951,68.33477146
0.0077427085,0.08309107764,0.005619508312,6.94809357e-05,4.172942864e-07,6.94821888e-05,0.003002904789,0.5160180273,1.536395789,68.04389858
0.0077639214,0.08281411077,0.005503140612,7.056956198e-05,4.249064206e-07,7.057084117e-05,0.003010513839,0.5181253935,1.536896996,67.95122127
