TIME,maxMagU,phaseVolumeRelError,m2CosCoefficient,m2SinCoefficient,m2Amplitude,m2Phase,minGradPsiBand,maxGradPsiBand,pLaplace
0.0077851343,0.08280604866,0.00540532513,7.164006716e-05,4.323666356e-07,7.164137187e-05,0.003017594785,0.5203286541,1.53734415,67.87096817
0.0078063472,0.08287539809,0.00532307046,7.269393471e-05,4.414329196e-07,7.269527499e-05,0.00303620581,0.522595623,1.537730236,67.79478939
0.0078275601,0.08278575705,0.005254177699,7.373981466e-05,4.66054167e-07,7.374128744e-05,0.003160083624,0.5248969012,1.538061518,67.82064356
0.007848773,0.08250695384,0.005198555121,7.477079964e-05,4.906174347e-07,7.477240924e-05,0.003280761983,0.5272462813,1.538342801,67.76157062
0.0078699859,0.08206181935,0.005154094516,7.578857769e-05,5.149754708e-07,7.579032727e-05,0.003397395499,0.5296523946,1.538573459,67.70352111
0.0078911988,0.08261782209,0.005119144064,7.679422204e-05,5.390885921e-07,7.67961142e-05,0.003509897768,0.5320927571,1.538747313,67.64776354
0.0079124117,0.08324027799,0.005093032586,7.779591225e-05,5.629911047e-07,7.779794934e-05,0.003618321713,0.5345515314,1.538864358,67.61779447
0.0079336246,0.08368800893,0.005074582071,7.882542683e-05,5.780731002e-07,7.882754648e-05,0.003666727606,0.5370229405,1.538928212,67.55922678
0.0079548375,0.08386156871,0.00506149423,7.986177338e-05,5.821239013e-07,7.986389494e-05,0.003644507048,0.5395069281,1.538940743,67.50599058
0.0079760504,0.08404484824,0.005052646382,8.0888574e-05,5.852171855e-07,8.089069096e-05,0.00361736489,0.5420038566,1.538904671,67.45128187
0.0079972633,0.08275000943,0.005047229662,8.190718493e-05,5.871077328e-07,8.190928909e-05,0.003583920498,0.5445129492,1.538823986,67.42255036
0.0080184762,0.0761524929,0.005044921547,8.292067063e-05,5.869488732e-07,8.292274794e-05,0.003539160176,0.5467843889,1.538741374,67.4131264
0.0080396891,0.07513026287,0.00504272822,8.393399191e-05,5.841794622e-07,8.393602483e-05,0.003479937129,0.5487119638,1.538679036,67.36667343
0.008060902,0.07398025418,0.005037977863,8.495673348e-05,5.817342999e-07,8.495872514e-05,0.003423655692,0.5504980002,1.538615721,67.09742482
0.0080821149,0.07273359872,0.005030849766,8.603280408e-05,5.897287423e-07,8.603482526e-05,0.003427294463,0.5522117969,1.538541601,66.8344934
0.0081033278,0.07140447363,0.005021262969,8.715801676e-05,5.648262531e-07,8.715984691e-05,0.00324019733,0.5538898257,1.538450423,66.79829871
0.0081245407,0.07000691355,0.005007490215,8.828120439e-05,5.430819026e-07,8.828287482e-05,0.003075824893,0.5555667945,1.538340193,66.75889391
0.0081457536,0.07107622108,0.004988567041,8.940147884e-05,5.2637306e-07,8.94030284e-05,0.002943838204,0.5572601807,1.538210672,66.7224759
0.0081669665,0.0732619599,0.004964180109,9.051723261e-05,5.170039908e-07,9.051870907e-05,0.00285580079,0.5589800883,1.538063631,66.6863276
0.0081881794,0.0755381063,0.004934554101,9.162592497e-05,5.17745477e-07,9.162738775e-05,0.002825291896,0.5607302849,1.537901009,66.64899718
0.0082093923,0.07790416012,0.004899922928,9.272352231e-05,5.319092382e-07,9.272504795e-05,0.002868222596,0.5625127313,1.537724693,66.63960935
0.0082306052,0.08033779137,0.004860471524,9.367395137e-05,5.623535722e-07,9.367563935e-05,0.00300161789,0.5643267868,1.537537202,66.6006391
0.0082518181,0.08271324857,0.004816967087,9.456043891e-05,5.880307109e-07,9.456226725e-05,0.003109244934,0.566170849,1.537341028,66.55969478
0.008273031,0.08515038414,0.004769442769,9.53452162e-05,6.005161715e-07,9.534710731e-05,0.00314912617,0.5680428533,1.537138646,66.55003887
0.0082942439,0.0876123014,0.004717486727,9.609254203e-05,6.11640706e-07,9.609448859e-05,0.003182517775,0.569940921,1.53693401,66.506895
0.0083154568,0.09009523162,0.004661371077,9.681747529e-05,6.228819261e-07,9.681947895e-05,0.003216740214,0.5718547102,1.536730302,66.45917572
0.0083366697,0.09257694391,0.004601864279,9.752013142e-05,6.336466973e-07,9.752218999e-05,0.003248753724,0.5737695784,1.536529988,66.41289714
0.0083578826,0.09512823536,0.004539249876,9.820063673e-05,6.435072916e-07,9.820274516e-05,0.003276445562,0.5756787494,1.536334746,66.37211278
0.0083790955,0.09794389186,0.00447358088,9.885874827e-05,6.525396708e-07,9.886090186e-05,0.003300315882,0.5775796684,1.536146128,66.32851002
0.0084003084,0.1007067886,0.004405798353,9.949430846e-05,6.608622749e-07,9.949650323e-05,0.003321057086,0.5794697242,1.535966793,66.28523733
0.0084215213,0.1034491803,0.004336216916,0.0001001071561,6.685683204e-07,0.0001001093886,0.003339213732,0.5813471361,1.535798896,66.24248594
0.0084427342,0.1061792565,0.004265724309,0.00010069715,6.757154781e-07,0.0001006994171,0.003355136347,0.583210154,1.53564484,66.20037872
0.0084639471,0.1088863429,0.004194527924,0.0001012641916,6.823401794e-07,0.0001012664904,0.003369057918,0.5850573553,1.535507493,66.16036931
0.00848516,0.1115122585,0.00412275917,0.00010180821,6.884699518e-07,0.0001018105378,0.003381158836,0.5868889455,1.535389804,66.12225609
0.0085063729,0.1141751025,0.004050525513,0.0001023291872,6.941223161e-07,0.0001023315413,0.003391562513,0.5887064733,1.535294549,66.08659683
0.0085275858,0.1167356539,0.003977940336,0.0001028271331,6.993200173e-07,0.0001028295111,0.003400412006,0.590510771,1.5352248,66.0407122
0.0085487987,0.1192309357,0.003905099957,0.0001033021129,7.040980689e-07,0.0001033045124,0.003407903023,0.5923040152,1.535184156,66.00792196
0.0085700116,0.1216821743,0.003832218462,0.0001037542687,7.084417093e-07,0.0001037566873,0.003413983388,0.5940875559,1.535175495,65.96517729
0.0085912245,0.1241189159,0.003759550907,0.0001041836423,7.123051913e-07,0.0001041860773,0.003418454551,0.5958603686,1.535200989,65.91912114
0.0086124374,0.1265301685,0.003687109891,0.0001045902411,7.157241674e-07,0.00010459269,0.003421509444,0.5976225677,1.53526241,65.88511272
0.0086336503,0.1289063271,0.003615098978,0.0001050102655,7.802586442e-07,0.0001050131642,0.003715085768,0.5993734557,1.53536165,65.85231964
0.0086548632,0.1312419692,0.003543723257,0.000105376132,9.743610191e-07,0.0001053806367,0.004623121162,0.6011123508,1.535503029,65.83762519
0.0086760761,0.1335363613,0.003473036609,0.0001019107738,6.910945178e-07,0.000101913117,0.003390632309,0.6028387091,1.535693041,65.82743863
0.008697289,0.1358076711,0.003403170654,0.0001021950382,6.92708052e-07,0.0001021973859,0.00338909528,0.6045518673,1.535937939,65.83026085
0.0087185019,0.1381808165,0.003334166692,0.0001024594306,6.941141919e-07,0.0001024617817,0.003387211745,0.6062515252,1.536238306,65.76525383
0.0087397148,0.1406847915,0.003265976638,0.0001026953537,6.923556471e-07,0.0001026976876,0.003370868946,0.6079378469,1.536590627,65.77488542
0.0087609277,0.1431527299,0.003198488186,0.0001029062976,6.900483822e-07,0.0001029086112,0.003352749326,0.6096107322,1.536994381,65.79759593
0.0087821406,0.145577475,0.003131553941,0.0001030883963,6.916971413e-07,0.0001030907168,0.00335482356,0.6112691704,1.537451325,65.82303602
0.0088033535,0.147952804,0.003065150961,0.0001032503186,6.932720407e-07,0.0001032526461,0.003357188781,0.6129127345,1.537964882,65.61463883
0.0088245664,0.1502749257,0.002999169866,0.0001033922232,6.947957507e-07,0.0001033945577,0.003359949477,0.6145402823,1.538538518,65.63401392
0.0088457793,0.1523999649,0.002933535485,0.0001035144619,6.963720324e-07,0.0001035168042,0.003363595361,0.6161509289,1.53917094,65.53920575
0.0088669922,0.1543671823,0.00286841168,0.0001036173831,6.981118406e-07,0.0001036197348,0.003368649434,0.6177462863,1.539855769,65.40059104
0.0088882051,0.1563387506,0.002803916642,0.0001037013842,7.000018075e-07,0.0001037037467,0.003375032944,0.6193270299,1.540591566,65.28875516
0.008909418,0.1582804468,0.002740016861,0.0001037669804,7.019919518e-07,0.0001037693548,0.003382488536,0.6208929023,1.541569054,65.44932918
0.0089306309,0.1602180549,0.0026768946,0.0001038146477,7.039892063e-07,0.0001038170346,0.003390554374,0.6224424678,1.542807492,65.49073224
0.0089518438,0.1620512208,0.002615180392,0.0001038448298,7.059339421e-07,0.0001038472292,0.003398932184,0.6239726749,1.544088035,65.67782062
0.0089730567,0.1638671458,0.002555713897,0.0001038577216,7.07795194e-07,0.0001038601334,0.003407470459,0.625480053,1.545406965,65.79423018
0.0089942696,0.1656778151,0.002498629432,0.0001038534071,7.095360621e-07,0.0001038558308,0.003415992998,0.6266383381,1.546762948,65.78341779
0.0090154825,0.1674542269,0.002443541849,0.0001038321805,7.111526318e-07,0.0001038346159,0.003424475478,0.627063208,1.548152505,65.85309216
0.0090366954,0.169222947,0.002390536148,0.0001037946707,7.126088928e-07,0.0001037971169,0.003432727768,0.6275801137,1.549563883,65.6967911
0.0090579083,0.1709534532,0.002339746669,0.0001037416294,7.138859633e-07,0.0001037440856,0.00344063757,0.6281907048,1.550987197,65.68017212
0.0090791212,0.1726489955,0.002291419002,0.0001036736218,7.150318633e-07,0.0001036760876,0.003448420695,0.6288965781,1.552412866,65.72765136
0.0091003341,0.1743166621,0.002245855815,0.0001035909646,7.161145261e-07,0.0001035934397,0.003456397584,0.626692876,1.553832336,65.73640223
0.009121547,0.1759703884,0.002203205979,0.0001034937049,7.171314596e-07,0.0001034961895,0.003464558463,0.6245264624,1.555242609,65.73456357
0.0091427599,0.1775941839,0.002163642847,0.00010338183,7.180769315e-07,0.0001033843238,0.003472880021,0.6227365664,1.556641912,65.74344008
0.0091639728,0.1791574258,0.002127406711,0.0001032553336,7.189895833e-07,0.0001032578368,0.003481553631,0.6213318213,1.558028823,65.82088396
0.0091851857,0.1806768656,0.002094830712,0.0001012789354,3.047597636e-06,0.0001013247779,0.01504102645,0.6203216954,1.559401534,65.87739607
0.0092063986,0.1821585528,0.002066272231,0.000101080597,3.091063703e-06,0.0001011278486,0.01528533072,0.6197194138,1.560757969,65.93626529
0.0092276115,0.1836045738,0.002042098088,0.0001007989525,3.209228851e-06,0.0001008500271,0.01591358384,0.6186971283,1.562095759,65.95182532
0.0092488244,0.1850464828,0.002022691333,9.997156486e-05,3.859265001e-06,0.0001000460279,0.01929223395,0.6174281904,1.563412037,65.96903848
0.0092700373,0.1864508169,0.002008143696,8.917906331e-05,1.335166871e-05,9.017301365e-05,0.07430683888,0.6165432766,1.56470272,65.9852976
0.0092912502,0.187816189,0.001998736653,8.893605048e-05,1.336622379e-05,8.993484871e-05,0.0745869132,0.6160541761,1.565964089,66.00085473
0.0093124631,0.1870474812,0.001993976771,8.86785213e-05,1.338065854e-05,8.968234031e-05,0.0748798847,0.6159709297,1.567194006,66.02243302
0.009333676,0.1834956452,0.001989505244,8.840694618e-05,1.339454385e-05,8.94158931e-05,0.07518323716,0.6163023209,1.568344428,66.04604156
0.0093548889,0.180404379,0.001984346089,7.331627598e-05,-1.836255875e-06,7.333926751e-05,-0.01252022176,0.6170559012,1.569309829,66.06736764
0.0093761018,0.1813324625,0.001978154409,7.424195678e-05,-7.128776238e-07,7.424537926e-05,-0.004800895254,0.6182378324,1.57001103,66.09023901
0.0093973147,0.182532372,0.001971309368,7.433545688e-05,-2.715581495e-07,7.43359529e-05,-0.001826564017,0.6198529749,1.570431674,66.10180909
0.0094185276,0.1819419879,0.001963628344,7.420349589e-05,-3.918583704e-08,7.420350624e-05,-0.0002640430409,0.6221680599,1.570586201,66.14275207
0.0094397405,0.1785825738,0.001951686644,7.397427704e-05,9.967235876e-08,7.397434419e-05,0.0006736956577,0.6253404405,1.570495963,66.17870063
0.0094609534,0.173662148,0.001936842511,7.369021512e-05,1.893815212e-07,7.369045847e-05,0.001284981351,0.6291911691,1.570182662,66.43751493
0.0094821663,0.168187155,0.001920160561,7.33703806e-05,2.510369468e-07,7.337081006e-05,0.001710744616,0.6335837306,1.569664848,66.4758252
0.0095033792,0.1627945116,0.00190172806,7.302495026e-05,2.964266645e-07,7.30255519e-05,0.002029614778,0.638395865,1.56895636,66.50304558
0.0095245921,0.1578586001,0.001882239356,7.265883079e-05,3.324910387e-07,7.265959153e-05,0.002288013131,0.6435339896,1.568070778,66.7636159
0.009545805,0.1535397583,0.001862748828,7.227410027e-05,3.637229625e-07,7.227501549e-05,0.002516253337,0.6489307039,1.567021023,66.81138287
0.0095670179,0.1499257416,0.001844179095,7.187154223e-05,3.933520227e-07,7.187261863e-05,0.002736466222,0.6545325396,1.565816213,66.8425467
0.0095882308,0.146891211,0.001826790507,7.143834709e-05,4.215957833e-07,7.143959111e-05,0.002950732387,0.6603031986,1.564463604,66.88071209
0.0096094437,0.1442835315,0.001811081757,7.097784607e-05,4.501071791e-07,7.097927324e-05,0.003170715727,0.6620400178,1.562969841,66.91451718
0.0096306566,0.1449210235,0.001798557822,7.050899678e-05,4.747252995e-07,7.051059488e-05,0.003366365628,0.6630825729,1.561351652,66.99479199
0.0096518695,0.1450803434,0.001788859248,7.658019686e-05,1.102572405e-06,7.658813366e-05,0.007198311541,0.6641664421,1.559608465,67.01582141
0.0096730824,0.1447560058,0.001780901088,7.609357171e-05,8.713490554e-07,7.609856046e-05,0.005725260054,0.6652951764,1.557728347,67.22284535
0.0096942953,0.1439742829,0.001773804198,7.545350358e-05,6.977260965e-07,7.545672948e-05,0.004623418245,0.6664744962,1.555711014,67.24782506
0.0097155082,0.1429423257,0.00176725988,7.4857854e-05,7.813712229e-07,7.486193189e-05,0.005218843484,0.667942801,1.553555224,67.29315066
0.0097367211,0.1419773905,0.001761203693,7.423733964e-05,8.669089511e-07,7.424240115e-05,0.005838500903,0.6698319346,1.551263036,67.3698726
0.009757934,0.1418378905,0.001754667606,7.428418121e-05,3.56962422e-06,7.436989845e-05,0.02400834445,0.6719965192,1.548835858,67.26368469
0.0097791469,0.1410762189,0.001747977069,7.357613702e-05,3.386377583e-06,7.365402564e-05,0.02299651478,0.6743345945,1.546280856,67.32033401
0.0098003598,0.1399719964,0.001739021311,7.283821616e-05,3.176694846e-06,7.290745588e-05,0.02179270157,0.6767729966,1.543602904,67.34812914
0.0098215727,0.1386848253,0.001728689991,7.281918842e-05,1.176174706e-07,7.281928341e-05,0.0008075987311,0.6792957714,1.540798897,67.66946934
0.0098427856,0.1373545858,0.001717403172,7.19851266e-05,1.153323231e-07,7.198521899e-05,0.0008010837088,0.67494384,1.53786951,67.70260034
0.0098639985,0.1358500907,0.001706707141,7.112358238e-05,1.10194882e-07,7.112366774e-05,0.0007746712847,0.6706033886,1.534818846,67.74113314
0.0098852114,0.1342941232,0.00170059425,7.023379864e-05,1.022834215e-07,7.023387311e-05,0.0007281633002,0.6663213138,1.531651158,67.77635957
0.0099064243,0.1327043316,0.001699761835,6.931521079e-05,9.168848258e-08,6.931527143e-05,0.0006613875083,0.6621025805,1.528370469,67.79181463
0.0099276372,0.1310932615,0.001699385225,6.836737516e-05,7.847938957e-08,6.836742021e-05,0.0005739532556,0.6579533327,1.524980566,67.82498819
0.0099488501,0.1294685886,0.001699787711,6.933277599e-05,-1.421913892e-06,6.934735515e-05,-0.01025283186,0.6538788111,1.52148495,67.85792615
0.009970063,0.1278300182,0.001699340469,6.830161043e-05,-1.43236558e-06,6.831662798e-05,-0.01048405482,0.6498832784,1.51788683,67.90442264
0.0099912759,0.1262756716,0.001693971406,6.728585957e-05,-1.458421323e-06,6.730166335e-05,-0.01083580566,0.6459705765,1.518971766,67.94303455
0.0100124888,0.126307466,0.001682543005,6.822613872e-05,7.100371562e-08,6.822617566e-05,0.0005203554775,0.6421442034,1.525403131,68.16944143
0.0100337017,0.122909699,0.001664257921,6.724663734e-05,5.258365897e-08,6.72466579e-05,0.0003909760423,0.6384072743,1.53186219,68.16793033
0.0100549146,0.1212436739,0.00163737978,6.62673097e-05,2.912854543e-08,6.62673161e-05,0.0002197806406,0.6347607136,1.538344149,68.2331035
0.0100761275,0.119529214,0.001601245802,6.527839121e-05,1.139792201e-06,6.528834112e-05,0.008729354172,0.6303821892,1.544841874,68.25384328
0.0100973404,0.1200749927,0.001552812242,6.591586432e-05,5.0415353e-06,6.610838258e-05,0.03816788985,0.6255685443,1.551348085,68.45989648
0.0101185533,0.1221721828,0.001545174795,6.215110042e-05,5.194862115e-06,6.236782725e-05,0.04169527836,0.6209148213,1.557856467,68.54567541
0.0101397662,0.1241776939,0.001479966633,6.127170916e-05,5.133982359e-06,6.148642223e-05,0.04179757545,0.6164239375,1.564362174,68.56879171
0.0101609791,0.1258907321,0.001435209801,6.048059722e-05,5.187090748e-06,6.070262392e-05,0.04277759183,0.6120996403,1.570860798,68.60915884
0.010182192,0.1272637655,0.001358385828,5.973433892e-05,5.288842478e-06,5.996801731e-05,0.04415456062,0.6079462682,1.577347657,68.62201439
0.0102034049,0.1283143506,0.00128451977,5.896850126e-05,5.391265004e-06,5.921443978e-05,0.04558635858,0.6039679261,1.583817716,68.34872456
0.0102246178,0.1290763813,0.001213816743,5.818186434e-05,5.494482341e-06,5.844072788e-05,0.04707854912,0.6001682275,1.590266394,68.36751501
0.0102458307,0.1295836277,0.001146446919,5.738487731e-05,5.604993897e-06,5.765795783e-05,0.04868243454,0.5965503444,1.596689493,68.38517677
0.0102670436,0.1298650792,0.001082532543,5.658857418e-05,5.730483065e-06,5.687798488e-05,0.05046084458,0.5931169548,1.603083151,68.116979
0.0102882565,0.1299353712,0.001022169775,5.576963857e-05,5.858873949e-06,5.607654581e-05,0.05233548062,0.5898702644,1.609443785,67.98202579
0.0103094694,0.1298323227,0.0009652481879,5.492104765e-05,5.992946236e-06,5.524705313e-05,0.05434463603,0.5868123497,1.615761398,68.00628006
0.0103306823,0.1295645711,0.0009102887741,5.404328671e-05,6.132717231e-06,5.439013751e-05,0.0564972544,0.5839443696,1.622022766,68.02837205
0.0103518952,0.1279571798,0.0008569026011,4.805111552e-05,3.812197596e-06,4.820210113e-05,0.0395852346,0.5812671198,1.628222804,68.23163652
0.0103731081,0.1264691749,0.0008038273935,4.100082284e-05,5.93067819e-06,4.142753212e-05,0.07182572094,0.5788739708,1.634349486,68.22256833
0.010394321,0.1250697467,0.0007508995839,3.982544143e-05,6.064654713e-06,4.028456059e-05,0.07555996137,0.5768112249,1.640399068,68.2137182
0.0104155339,0.124680514,0.0006978254141,3.864636967e-05,6.19109337e-06,3.913913036e-05,0.07942443754,0.5750136105,1.646384326,67.92378594
0.0104367468,0.1243045067,0.0006442955236,3.743053976e-05,6.312398955e-06,3.795907912e-05,0.08353549464,0.5734461794,1.652311142,67.91979021
0.0104579597,0.1239386657,0.0005901425251,3.619470345e-05,6.43485766e-06,3.676226259e-05,0.08797307627,0.5720846631,1.658179861,68.17741739
0.0104791726,0.1236753531,0.0005298534565,3.694542724e-05,1.764591197e-07,3.694584864e-05,0.00238808685,0.5709058064,1.664082857,68.17501655
0.0105003855,0.123461163,0.0004761735274,3.57156011e-05,1.882706376e-07,3.571609732e-05,0.002635667439,0.5698883077,1.669971807,68.17242627
0.0105215984,0.1231552798,0.0004203096302,3.446938818e-05,2.008258006e-07,3.44699732e-05,0.002913070682,0.569012844,1.675798835,68.56494081
0.0105428113,0.1230049946,0.0003564635593,3.320746707e-05,2.140122132e-07,3.320815668e-05,0.003222306144,0.5682621141,1.681559177,68.54996644
0.0105640242,0.1228013743,0.0002843660213,3.193052461e-05,2.277568754e-07,3.193133688e-05,0.003566383823,0.5666994746,1.687248737,68.55621799
0.0105852371,0.1225372427,0.0002063406546,3.06393451e-05,2.421828959e-07,3.064030223e-05,0.003952072925,0.5646929987,1.692863838,68.56926674
0.01060645,0.1222182185,0.000124650426,2.93348926e-05,2.573649212e-07,2.933602155e-05,0.00438655634,0.5627379567,1.698401578,68.5810877
0.0106276629,0.1218308442,4.073190487e-05,2.801828299e-05,2.731871914e-07,2.801961478e-05,0.004875004918,0.5608347936,1.703859532,68.59209665
0.0106488758,0.1214062003,4.570833427e-05,2.669062119e-05,2.895361209e-07,2.669219157e-05,0.005423717238,0.5589845957,1.709236067,68.60189932
0.0106700887,0.1209550641,0.0001332831189,2.535300585e-05,3.063019968e-07,2.535485608e-05,0.006040449347,0.5571902207,1.714530449,68.61030342
0.0106913016,0.1204980828,0.0002072113233,2.407759518e-05,3.288640525e-07,2.407984097e-05,0.006828829913,0.5554543571,1.719742422,68.62244065
0.0107125145,0.1200098157,0.0002853951118,2.289730021e-05,3.648231366e-07,2.290020639e-05,0.00796583585,0.553779821,1.724872377,68.65351374
0.0107337274,0.1194368362,0.0003871885024,2.187822908e-05,3.827666251e-07,2.188157714e-05,0.008746767795,0.5512628717,1.729922189,68.66007815
0.0107549403,0.1187836005,0.0004473111564,2.097754471e-05,3.534305236e-07,2.098052181e-05,0.008423223331,0.5459330409,1.734897124,68.69483053
0.0107761532,0.1180540399,0.000539452157,2.008364114e-05,3.204115063e-07,2.008619688e-05,0.007976251017,0.5406194045,1.739802368,68.70369069
0.0107973661,0.1172654981,0.000619938321,1.918545036e-05,2.881344992e-07,1.91876139e-05,0.007508628508,0.5353244768,1.74463854,68.44456494
0.010818579,0.1164302958,0.0006879746235,1.828337599e-05,2.565914911e-07,1.828517642e-05,0.007016610263,0.5300513244,1.749404638,68.17665111
0.0108397919,0.1155293838,0.0007331737622,1.738836925e-05,2.298208094e-07,1.738988794e-05,0.006608078805,0.5248034009,1.754100917,68.15115024
0.0108610048,0.1149189164,0.0007769800691,1.586400588e-05,-9.18189931e-07,1.589055554e-05,-0.02890715923,0.5198221346,1.758941534,68.7425876
0.0108822177,0.1142861968,0.0008019423687,1.505634448e-05,-9.046007045e-07,1.508349467e-05,-0.0300044477,0.5154355707,1.763977818,68.73640538
0.0109034306,0.1136715254,0.000812349178,1.424191979e-05,-8.920762658e-07,1.426983109e-05,-0.03127781748,0.5116570591,1.769011716,68.47220786
0.0109246435,0.113068605,0.0008115320398,1.342320683e-05,-8.814810413e-07,1.345211843e-05,-0.03278714386,0.5079501468,1.773985568,68.43617995
0.0109458564,0.1124767303,0.0007994237266,1.192209982e-05,2.212716239e-07,1.192415302e-05,0.009278827794,0.5038480727,1.778861767,68.45928795
0.0109670693,0.1118652771,0.0007765178304,1.110717713e-05,2.241674725e-07,1.1109439e-05,0.01008973933,0.4994904806,1.783617763,68.29058712
0.0109882822,0.1112343452,0.0007436740633,1.028984775e-05,2.267193115e-07,1.029234514e-05,0.01101486822,0.4950673222,1.788277823,68.31176302
0.0110094951,0.1105768377,0.0006993335607,9.468610436e-06,2.286994074e-07,9.471371971e-06,0.01207436672,0.4906261325,1.792870847,68.33584503
0.011030708,0.1098823414,0.0006401066325,8.644195352e-06,2.302035816e-07,8.647260084e-06,0.01331235439,0.4861621849,1.797392843,68.35693078
0.0110519209,0.1091471407,0.0005644642607,7.816999033e-06,2.313278902e-07,7.820421119e-06,0.01479214702,0.4816769012,1.801841555,68.37652052
0.0110731338,0.1083740953,0.000472522286,6.987378328e-06,2.321773876e-07,6.991234672e-06,0.01660794533,0.4771735798,1.80621477,68.39394205
0.0110943467,0.1078348977,0.0003644616981,6.155607655e-06,2.328061386e-07,6.160008466e-06,0.01890107749,0.4726566335,1.81051046,68.42136194
0.0111155596,0.1083647036,0.0002426795875,5.321982873e-06,2.332709753e-07,5.327092739e-06,0.0219017766,0.468131653,1.814727114,68.4583456
0.0111367725,0.1088732914,0.0001157899179,4.48684793e-06,2.336155146e-07,4.492925612e-06,0.02600987984,0.4636048982,1.818863443,68.47489421
0.0111579854,0.1093124707,6.953308511e-06,3.650566943e-06,2.338663955e-07,3.658050368e-06,0.03198780488,0.4590833344,1.82291822,68.48741397
0.0111791983,0.109650008,0.0001146015485,2.81352183e-06,2.340507902e-07,2.823240135e-06,0.04149836771,0.4545748636,1.826890218,68.98370893
0.0112004112,0.1099068199,0.0002038093812,1.976127023e-06,2.341921116e-07,1.989955768e-06,0.05898023365,0.4500874901,1.830778146,68.99810134
0.0112216241,0.1100882231,0.0002728672745,1.138808354e-06,2.343076455e-07,1.162662694e-06,0.101458206,0.4456283407,1.834580726,68.92753313
0.011242837,0.1101946397,0.0003344162498,3.020974982e-07,2.343734449e-07,3.823529914e-07,0.3299112517,0.4412003886,1.838296496,68.84997371
0.0112640499,0.1102263972,0.0004042554154,-5.334001179e-07,2.344135678e-07,5.82636599e-07,1.363764779,0.4368061441,1.841923792,68.84796824
0.0112852628,0.1101861777,0.0004962255719,-1.552514585e-06,4.843688958e-07,1.626319392e-06,1.419586277,0.4324511087,1.845462257,68.84732087
0.0113064757,0.1100698752,0.0005881235354,-3.795320782e-06,4.662825539e-06,6.012187775e-06,1.126993736,0.4281417244,1.848911882,68.83973625
0.0113276886,0.1098762868,0.0006916036844,-4.594873951e-06,4.612787668e-06,6.510812291e-06,1.177124485,0.4238842714,1.852270292,68.84052382
0.0113489015,0.1096049947,0.0008073420227,-5.392734925e-06,4.562485069e-06,7.063841729e-06,1.219700192,0.419683739,1.855533976,68.60085811
0.0113701144,0.1092962682,0.0009345086624,-6.18890645e-06,4.512156202e-06,7.659119835e-06,1.255810392,0.4155456933,1.858700032,68.38035297
0.0113913273,0.1089225188,0.001072742976,-6.983553234e-06,4.462865444e-06,8.287773147e-06,1.286475543,0.4115561276,1.861766121,68.38644124
0.0114125402,0.1084811709,0.00122213483,-7.7765468e-06,4.415073836e-06,8.942458113e-06,1.312614952,0.4077841166,1.864729242,68.38044404
0.0114337531,0.1079768776,0.001383204038,-8.567464124e-06,4.36889317e-06,9.617102945e-06,1.335012327,0.4042125895,1.867586282,68.37093101
0.011454966,0.1074039764,0.001556773801,-9.355885487e-06,4.32435108e-06,1.030692027e-05,1.354317147,0.4008347421,1.870335042,68.35778437
0.0114761789,0.1067588776,0.001743799286,-1.014137847e-05,4.281370052e-06,1.100807371e-05,1.371061398,0.3976451466,1.872973813,68.34072848
0.0114973918,0.1060385136,0.001944170094,-1.09234839e-05,4.239847112e-06,1.171745723e-05,1.385675778,0.3946397435,1.875500695,68.31757042
0.0115186047,0.1051867554,0.002157202291,-1.170170588e-05,4.199754289e-06,1.243253219e-05,1.398505149,0.391817914,1.877908479,68.271479
0.0115398176,0.1040999768,0.00238220956,-1.247538777e-05,4.161119849e-06,1.315105389e-05,1.409825206,0.3891778342,1.88016936,68.21907258
0.0115610305,0.1030359029,0.00261663388,-1.324374273e-05,4.124139137e-06,1.387102177e-05,1.419853821,0.386730002,1.882228323,68.16836873
0.0115822434,0.102000799,0.002878560253,-1.517092161e-05,3.86014802e-07,1.517583177e-05,1.558076878,0.3845077207,1.884078385,68.21775495
0.0116034563,0.1014158418,0.003133423524,-1.639235987e-05,-2.715013979e-07,1.639460812e-05,-1.562515744,0.382505845,1.885761832,68.17815446
0.0116246692,0.1006888963,0.003399881508,-1.711460251e-05,-2.515665012e-07,1.711645129e-05,-1.563447386,0.3807008671,1.887304462,68.11902389
0.0116458821,0.0999178028,0.003679044131,-1.783291368e-05,-2.314364549e-07,1.783441541e-05,-1.564307666,0.3790834689,1.88872338,68.05897166
0.011667095,0.09931309427,0.003968377844,-1.85472409e-05,-2.116122503e-07,1.854844805e-05,-1.565091892,0.3776307194,1.890029701,68.0183423
0.0116883079,0.09855437972,0.00426498373,-1.925765135e-05,-1.922778693e-07,1.925861122e-05,-1.565804247,0.3763197313,1.891262307,67.97595887
0.0117095208,0.09766082644,0.004567893825,-1.996368074e-05,-1.734139706e-07,1.996443391e-05,-1.5664532,0.3751339681,1.892447517,67.93029943
0.0117307337,0.09718634028,0.004876037611,-2.069602364e-05,-1.660390256e-07,2.069668967e-05,-1.566785038,0.3740600117,1.893576365,67.86633801
0.0117519466,0.09624942924,0.005186347274,-2.162524984e-05,-1.576551098e-07,2.162582451e-05,-1.567151229,0.373089449,1.894641972,67.80216309
