method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,gradientErrorMax,gradientErrorMaxHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,meanGradPsiBand,meanGradPsiBandHalf,maxGradPsiBand,maxGradPsiBandHalf,minStrainBand,meanStrainBand,maxStrainBand,minStrainBandHalf,meanStrainBandHalf,maxStrainBandHalf,sdplsBeta,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out,solverFailed,study,caseDir,np,gitCommit,runDate,oscillation,endTimeReached,lastTime,divPsi,divPsiGrad,divPsiGradScheme,gradPsiSdpls,gradUSdpls,nDefCorr,oscillationRendered
euler+VE:closestPoint+dc:3,closestPoint,,,,leiaLevelSetFoam,,0.00013,0.015625,,,,,,,,,,,,,1.313126e-05,,,,,,,,,,,,,,0,UpwindUext,,,,,,,,velExtUnblockSmoke,stationaryDroplet2D_00001,1,1ce95de-dirty,2026-08-15T13:14:44+00:00,,0,0.000127277,,,,leastSquares,Gauss linear,3 (solver default),
euler+VE:meshWave+dc:3,meshWave,,,,leiaLevelSetFoam,,0.00013,0.015625,,,,,,,,,,,,,1.1284597e-05,,,,,,,,,,,,,,0,UpwindUext,,,,,,,,velExtUnblockSmoke,stationaryDroplet2D_00003,1,1ce95de-dirty,2026-08-15T13:14:44+00:00,,0,0.000127277,,,,leastSquares,Gauss linear,3 (solver default),
euler+dc:3,none,,,,leiaLevelSetFoam,,0.00013,0.015625,,,,,,,,,,,,,1.7951148e-05,,,,,,,,,,,,,,0,UpwindUext,,,,,,,,velExtUnblockSmoke,stationaryDroplet2D_00000,1,1ce95de-dirty,2026-08-15T13:14:44+00:00,,0,0.000127277,,,,leastSquares,Gauss linear,3 (solver default),
euler+VE:pseudoTime+dc:3,pseudoTime,,,,leiaLevelSetFoam,,0.00013,0.015625,,,,,,,,,,,,,1.2805639e-05,,,,,,,,,,,,,,0,UpwindUext,,,,,,,,velExtUnblockSmoke,stationaryDroplet2D_00005,1,1ce95de-dirty,2026-08-15T13:14:44+00:00,,0,0.000127277,,,,leastSquares,Gauss linear,3 (solver default),
euler+VE:steadyUpwind+dc:3,steadyUpwind,,,,leiaLevelSetFoam,,0.00013,0.015625,,,,,,,,,,,,,4.9869834e-06,,,,,,,,,,,,,,0,UpwindUext,,,,,,,,velExtUnblockSmoke,stationaryDroplet2D_00002,1,1ce95de-dirty,2026-08-15T13:14:44+00:00,,0,0.000127277,,,,leastSquares,Gauss linear,3 (solver default),
euler+VE:steadyUpwindLinear+dc:3,steadyUpwindLinear,,,,leiaLevelSetFoam,,0.00013,0.015625,,,,,,,,,,,,,9.4999883e-06,,,,,,,,,,,,,,0,UpwindUext,,,,,,,,velExtUnblockSmoke,stationaryDroplet2D_00004,1,1ce95de-dirty,2026-08-15T13:14:44+00:00,,0,0.000127277,,,,leastSquares,Gauss linear,3 (solver default),
