candidate,N_CELLS,mesh_variant,mode,epsilon,radius,fit_half_width,regularization_operator,tangential_regularization,regularization_iterations,preserve_modes_through,topology_valid,interface_elements,interface_components,open_endpoints,curvature_fits,curvature_fallbacks,exact_mode_amplitude,raw_mode_amplitude,regularized_mode_amplitude,raw_amplitude_transfer,regularized_amplitude_transfer,raw_phase_error_deg,regularized_phase_error_deg,raw_L2,raw_Linf,raw_relative_L2,raw_relative_Linf,regularized_L2,regularized_Linf,regularized_relative_L2,regularized_relative_Linf,utility_status,row_pass,row_reason
h3_biharmonic_20,128,perturbed,2,0.02,0.001,3,biharmonic,0.05,20,4,1,103,1,0,103,0,59.9132664145,57.8661545313,56.7123717385,0.965832076839,0.946574525685,3.88494508465,0.244240467038,117.072817224,343.121215621,0.117016357243,0.3245401146,71.3131171166,237.852153406,0.0712787253825,0.224971705654,0,1,ok
h3_biharmonic_20,128,perturbed,3,0.02,0.001,3,biharmonic,0.05,20,4,1,101,1,0,101,0,159.893324101,162.985713748,157.844270636,1.01934032997,0.987184871688,0.660360751312,0.502852860679,109.35238224,264.721779525,0.108764600399,0.229513872436,69.6856375055,199.216844932,0.069311069056,0.172721071975,0,1,ok
h3_biharmonic_20,128,perturbed,4,0.02,0.001,3,biharmonic,0.05,20,4,1,108,1,0,108,0,299.206931342,282.598894798,281.717105522,0.944493142355,0.941546053956,0.152746940639,0.507271679558,106.500508168,287.341453988,0.104316588091,0.223198585269,71.366455008,172.015118338,0.0699030006401,0.13361640141,0,1,ok
h3_biharmonic_50,32,uniform,2,0.02,0.001,3,biharmonic,0.05,50,4,1,28,1,0,28,0,59.722432511,88.986529597,74.9610415281,1.49000176074,1.25515720603,0.0154987370587,0.0452814758583,156.399628033,189.570264121,0.156305693804,0.17975144219,22.6111107383,41.600764682,0.0225975304167,0.0394460464696,0,1,topology-only coarse point
h3_biharmonic_50,32,uniform,3,0.02,0.001,3,biharmonic,0.05,50,4,1,28,1,0,28,0,159.668531205,138.133217719,83.6411329639,0.86512487261,0.523842314654,0.253569431605,0.362282158337,158.779125564,209.751989123,0.157896694329,0.181863351438,57.621936683,101.231845307,0.0573016968747,0.0877720527789,0,1,topology-only coarse point
h3_biharmonic_50,32,uniform,4,0.02,0.001,3,biharmonic,0.05,50,4,1,28,1,0,28,0,281.67008644,162.801447552,38.6738069292,0.577986287465,0.137301789544,0.0141562083485,0.00185787807222,179.943880498,279.318377098,0.17638430024,0.226430880103,177.572527168,297.190729662,0.174059856105,0.240919194702,0,1,topology-only coarse point
h3_biharmonic_50,32,perturbed,2,0.02,0.001,3,biharmonic,0.05,50,4,1,28,1,0,28,0,59.7096014982,74.1702520575,66.2473356222,1.24218300234,1.10949217479,8.93987006188,7.60686661041,159.892918953,229.495646202,0.159815552712,0.217487070118,30.7938645777,61.6262702325,0.0307789645709,0.0584016175337,0,1,topology-only coarse point
h3_biharmonic_50,32,perturbed,3,0.02,0.001,3,biharmonic,0.05,50,4,1,28,1,0,28,0,160.822993956,182.129380613,111.394170238,1.13248345982,0.692650767767,7.10628164348,7.4161759366,163.0903472,219.472239458,0.162109664511,0.190283063084,43.3143560669,86.4546321613,0.0430539014177,0.0749564148344,0,1,topology-only coarse point
h3_biharmonic_50,32,perturbed,4,0.02,0.001,3,biharmonic,0.05,50,4,1,25,1,0,25,0,327.804110817,109.557363443,11.6800852801,0.334215953456,0.0356312959317,5.35076176558,3.05385107661,264.120126977,558.100810746,0.258327592004,0.437671894815,216.002891347,344.854529649,0.211265636687,0.270440631014,0,1,topology-only coarse point
h3_biharmonic_50,64,uniform,2,0.02,0.001,3,biharmonic,0.05,50,4,1,52,1,0,52,0,59.8045228912,64.4743605006,64.0302384338,1.07808502407,1.07065879533,0.00265654293051,0.0195856013442,47.8676330827,77.1450523567,0.0478434194846,0.0730091520566,7.84116408318,14.8623305301,0.00783719767031,0.0140655313133,0,1,ok
h3_biharmonic_50,64,uniform,3,0.02,0.001,3,biharmonic,0.05,50,4,1,52,1,0,52,0,159.611265503,149.239982054,145.377328413,0.935021607554,0.910821225278,0.195474232299,0.127068480816,49.2150321076,81.2009547051,0.0489469744308,0.0704937687903,15.471258089,37.8533265729,0.0153869913656,0.0328619738655,0,1,ok
h3_biharmonic_50,64,uniform,4,0.02,0.001,3,biharmonic,0.05,50,4,1,52,1,0,52,0,300.704251406,267.657353627,237.795188883,0.890101660936,0.790794236432,0.0164408908252,0.00995580988108,64.2927891559,117.186591189,0.0629861920073,0.0919216889328,46.6454927411,68.4044469295,0.0456975346791,0.0536567556788,0,0,amplitude
h3_biharmonic_50,64,perturbed,2,0.02,0.001,3,biharmonic,0.05,50,4,1,51,1,0,51,0,59.7675460135,68.5370694289,64.3919560568,1.14672717888,1.07737326278,6.56932175078,3.18738366614,68.2050231345,144.516915281,0.0681699070755,0.13676358921,11.3042422517,26.5720295432,0.0112984221461,0.0251464413411,0,1,ok
h3_biharmonic_50,64,perturbed,3,0.02,0.001,3,biharmonic,0.05,50,4,1,52,1,0,52,0,159.368209513,151.185489282,150.52310254,0.948655254045,0.944498924848,1.93255014081,0.393666732968,70.9117095728,147.649516836,0.0705105900637,0.128166749103,16.9829330876,40.9777984315,0.0168868673487,0.035570663033,0,1,ok
h3_biharmonic_50,64,perturbed,4,0.02,0.001,3,biharmonic,0.05,50,4,1,52,1,0,52,0,300.924502277,263.938683944,232.361068676,0.877092699156,0.772157358134,0.710342826459,0.754455661936,83.8161832931,195.78791153,0.0821109495541,0.153416570913,51.7506245534,93.9991437292,0.0506977621164,0.0736563671729,0,0,amplitude
h3_biharmonic_50,128,uniform,2,0.02,0.001,3,biharmonic,0.05,50,4,1,104,1,0,104,0,59.9458810301,58.4607613769,58.8871623004,0.975225659751,0.982338757701,0.00105912075728,7.85753607608e-05,19.1795966869,38.2601909589,0.0191699612713,0.0361925748612,3.06762132273,9.56663730555,0.00306608021596,0.00904964737952,0,1,ok
h3_biharmonic_50,128,uniform,3,0.02,0.001,3,biharmonic,0.05,50,4,1,102,1,0,102,0,159.805155466,155.406974779,155.763562634,0.972477854837,0.974709246271,0.0171678309757,0.0165695243718,19.6695799852,44.645859285,0.0195624944358,0.0387079951804,6.10423056277,17.6037845076,0.00607099777976,0.0152624950396,0,1,ok
h3_biharmonic_50,128,uniform,4,0.02,0.001,3,biharmonic,0.05,50,4,1,108,1,0,108,0,298.984125985,283.194963471,281.727433546,0.947190632741,0.942282245312,0.00256777601209,0.00331854633203,21.6278656893,28.210495956,0.0211901109078,0.0219443974145,14.5415206658,27.6878600968,0.014247195729,0.0215378491207,0,1,ok
h3_biharmonic_50,128,perturbed,2,0.02,0.001,3,biharmonic,0.05,50,4,1,103,1,0,103,0,59.9132664145,57.8661545313,58.1172814571,0.965832076839,0.970023584677,3.88494508465,0.785764579912,117.072817224,343.121215621,0.117016357243,0.3245401146,52.6310830986,154.638971339,0.052605701033,0.14626478106,0,1,ok
h3_biharmonic_50,128,perturbed,3,0.02,0.001,3,biharmonic,0.05,50,4,1,101,1,0,101,0,159.893324101,162.985713748,157.976462412,1.01934032997,0.988011621502,0.660360751312,0.765324443161,109.35238224,264.721779525,0.108764600399,0.229513872436,52.8546508254,142.961188507,0.0525705508973,0.123947398817,0,1,ok
h3_biharmonic_50,128,perturbed,4,0.02,0.001,3,biharmonic,0.05,50,4,1,108,1,0,108,0,299.206931342,282.598894798,280.253111706,0.944493142355,0.936653139846,0.152746940639,0.739940579479,106.500508168,287.341453988,0.104316588091,0.223198585269,56.3029594016,127.192245757,0.0551483999962,0.0987992818856,0,1,ok
h4_biharmonic_10,32,uniform,2,0.02,0.001,4,biharmonic,0.05,10,4,1,28,1,0,28,0,59.722432511,102.316600831,93.3829892695,1.71320216758,1.56361664024,0.00385281810655,0.0693411037456,259.304837396,331.445714713,0.259149097896,0.31427843129,36.7610734048,77.1572400182,0.0367389945602,0.0731608685199,0,1,topology-only coarse point
h4_biharmonic_10,32,uniform,3,0.02,0.001,4,biharmonic,0.05,10,4,1,28,1,0,28,0,159.668531205,127.473645243,113.04015443,0.798364237966,0.707967647583,0.651203435353,0.0270939049339,262.301782509,341.284685298,0.260844013517,0.295907452044,42.3212491754,84.6179656167,0.0420860445034,0.0733671555785,0,1,topology-only coarse point
h4_biharmonic_10,32,uniform,4,0.02,0.001,4,biharmonic,0.05,10,4,1,28,1,0,28,0,281.67008644,137.011756925,90.2256668504,0.486426367303,0.320323922184,0.00775094429591,0.00429281926043,283.48214462,546.465772023,0.277874410461,0.442995290861,140.675483517,250.617048666,0.137892695503,0.203164000478,0,1,topology-only coarse point
h4_biharmonic_10,32,perturbed,2,0.02,0.001,4,biharmonic,0.05,10,4,1,28,1,0,28,0,59.7096014982,91.9005656024,81.8974079727,1.53912542198,1.37159528648,7.79130302762,9.67150171045,261.110601173,363.269172924,0.260984259456,0.344260770916,44.7942820065,100.680907331,0.0447726077181,0.0954126839203,0,1,topology-only coarse point
h4_biharmonic_10,32,perturbed,3,0.02,0.001,4,biharmonic,0.05,10,4,1,28,1,0,28,0,160.822993956,169.660814046,150.294721981,1.0549537095,0.934535033111,8.53588907066,8.54709920478,265.469019016,332.085122966,0.263872720548,0.287918757099,34.7323788003,78.4908132032,0.0345235286555,0.0680517608839,0,1,topology-only coarse point
h4_biharmonic_10,32,perturbed,4,0.02,0.001,4,biharmonic,0.05,10,4,1,25,1,0,25,0,327.804110817,100.420903345,54.0931875825,0.306344246554,0.165016806677,10.165184646,7.5365710734,368.494009508,650.497784267,0.360412404893,0.510131131028,189.776636363,332.184348278,0.185614561266,0.260504465035,0,1,topology-only coarse point
h4_biharmonic_10,64,uniform,2,0.02,0.001,4,biharmonic,0.05,10,4,1,52,1,0,52,0,59.8045228912,67.8275429919,67.7377653095,1.13415406917,1.13265288367,0.0133063267188,0.0108182818907,65.916069022,92.8573211634,0.0658827257146,0.0878790547584,9.69642552228,20.4019752433,0.00969152063488,0.0193081846119,0,1,ok
h4_biharmonic_10,64,uniform,3,0.02,0.001,4,biharmonic,0.05,10,4,1,52,1,0,52,0,159.611265503,150.748745852,148.801899723,0.944474347581,0.932276924525,0.198417587797,0.217106706988,68.6393284265,102.899390099,0.0682654731606,0.0893310410037,15.1716026779,35.9942051962,0.0150889680764,0.0312479968752,0,1,ok
h4_biharmonic_10,64,uniform,4,0.02,0.001,4,biharmonic,0.05,10,4,1,52,1,0,52,0,300.704251406,250.239098306,244.454701964,0.832176788774,0.81294062462,0.011888677325,0.00918319292492,91.0944878813,135.943252361,0.0892432103169,0.106634498275,42.5590862816,66.6472559853,0.0416941746561,0.0522784072028,0,1,ok
h4_biharmonic_10,64,perturbed,2,0.02,0.001,4,biharmonic,0.05,10,4,1,51,1,0,51,0,59.7675460135,67.0051600223,66.8755581055,1.12109605449,1.11892762153,0.367532359721,1.87118333816,73.4167425541,131.920587904,0.0733789431877,0.124843054236,16.0820093718,32.2063657576,0.0160737293836,0.0304784956685,0,1,ok
h4_biharmonic_10,64,perturbed,3,0.02,0.001,4,biharmonic,0.05,10,4,1,52,1,0,52,0,159.368209513,156.618446727,154.74665203,0.982745851298,0.971000756694,0.801538736009,0.833265003686,72.9336719006,112.653572244,0.0725211149499,0.097788617523,22.6737536863,42.1412448892,0.0225454972248,0.0365805894684,0,1,ok
h4_biharmonic_10,64,perturbed,4,0.02,0.001,4,biharmonic,0.05,10,4,1,52,1,0,52,0,300.924502277,246.473005804,239.721665165,0.8190526326,0.796617302183,0.228163411322,0.0534439334992,95.2894336509,160.265745897,0.0933507775245,0.125581916565,48.2341709943,91.5243813887,0.0472528505318,0.0717171792571,0,0,amplitude
h4_biharmonic_10,128,uniform,2,0.02,0.001,4,biharmonic,0.05,10,4,1,104,1,0,104,0,59.9458810301,59.6375230644,60.1541620412,0.994856060828,1.00347448411,0.00234433699893,0.00497757146231,18.0532198089,32.601497639,0.0180441502607,0.0308396825608,3.78297791607,12.2145549476,0.00378107742958,0.0115544691037,0,1,ok
h4_biharmonic_10,128,uniform,3,0.02,0.001,4,biharmonic,0.05,10,4,1,102,1,0,102,0,159.805155466,156.083397325,154.971620068,0.976710650358,0.96975357032,0.0267728762931,0.0276100625032,19.8385920984,37.9891768874,0.0197305864096,0.0329366462963,8.08298151608,20.4975248468,0.00803897597467,0.0177713701939,0,1,ok
h4_biharmonic_10,128,uniform,4,0.02,0.001,4,biharmonic,0.05,10,4,1,108,1,0,108,0,298.984125985,279.617727318,277.462714407,0.935225997024,0.928018213319,0.00640243252179,0.00757996717107,26.7112831852,43.5579337119,0.02617063844,0.0338828714468,18.8101747366,36.1398751762,0.0184294509033,0.0281125076501,0,1,ok
h4_biharmonic_10,128,perturbed,2,0.02,0.001,4,biharmonic,0.05,10,4,1,103,1,0,103,0,59.9132664145,59.369031998,57.6446174306,0.990916295354,0.962134446681,1.44277295648,0.599530117893,73.4006413366,267.641187902,0.0733652428652,0.253147569543,59.6906782535,195.153449942,0.0596618916008,0.184585272275,0,1,ok
h4_biharmonic_10,128,perturbed,3,0.02,0.001,4,biharmonic,0.05,10,4,1,101,1,0,101,0,159.893324101,154.270156057,153.898938243,0.964831752196,0.962510092954,0.0960185719317,0.321365022887,71.266125894,226.864969153,0.0708830621347,0.196692005032,58.9686774009,163.549360999,0.0586517138651,0.141797351335,0,1,ok
h4_biharmonic_10,128,perturbed,4,0.02,0.001,4,biharmonic,0.05,10,4,1,108,1,0,108,0,299.206931342,277.632515339,276.205922837,0.927894665051,0.923126752438,0.0390090277927,0.0141634852678,75.0264640754,208.450459707,0.0734879568517,0.161918327688,62.9521789821,158.159682377,0.0616612693904,0.122853896864,0,1,ok
h4_biharmonic_20,32,uniform,2,0.02,0.001,4,biharmonic,0.05,20,4,1,28,1,0,28,0,59.722432511,102.316600831,90.8444417156,1.71320216758,1.52111087737,0.00385281810655,0.0835364347784,259.304837396,331.445714713,0.259149097896,0.31427843129,33.3686858096,70.788991258,0.0333486444463,0.0671224642153,0,1,topology-only coarse point
h4_biharmonic_20,32,uniform,3,0.02,0.001,4,biharmonic,0.05,20,4,1,28,1,0,28,0,159.668531205,127.473645243,102.813887498,0.798364237966,0.643920794675,0.651203435353,0.0165689151915,262.301782509,341.284685298,0.260844013517,0.295907452044,46.7978197769,84.6153835784,0.0465377361058,0.0733649168481,0,1,topology-only coarse point
h4_biharmonic_20,32,uniform,4,0.02,0.001,4,biharmonic,0.05,20,4,1,28,1,0,28,0,281.67008644,137.011756925,67.3457414149,0.486426367303,0.239094403904,0.00775094429591,0.00422110785069,283.48214462,546.465772023,0.277874410461,0.442995290861,156.984164814,269.709843469,0.153878764773,0.218641672859,0,1,topology-only coarse point
h4_biharmonic_20,32,perturbed,2,0.02,0.001,4,biharmonic,0.05,20,4,1,28,1,0,28,0,59.7096014982,91.9005656024,79.5696745399,1.53912542198,1.33261104652,7.79130302762,9.79187008357,261.110601173,363.269172924,0.260984259456,0.344260770916,40.6635747292,90.4508762493,0.0406438991365,0.0857179488613,0,1,topology-only coarse point
h4_biharmonic_20,32,perturbed,3,0.02,0.001,4,biharmonic,0.05,20,4,1,28,1,0,28,0,160.822993956,169.660814046,136.933444759,1.0549537095,0.851454393373,8.53588907066,8.56537389734,265.469019016,332.085122966,0.263872720548,0.287918757099,35.5182526193,77.9715540814,0.0353046769168,0.0676015617312,0,1,topology-only coarse point
h4_biharmonic_20,32,perturbed,4,0.02,0.001,4,biharmonic,0.05,20,4,1,25,1,0,25,0,327.804110817,100.420903345,34.5239643931,0.306344246554,0.105318887878,10.165184646,6.4727002532,368.494009508,650.497784267,0.360412404893,0.510131131028,202.206749889,348.413162514,0.197772064491,0.273231369817,0,1,topology-only coarse point
h4_biharmonic_20,64,uniform,2,0.02,0.001,4,biharmonic,0.05,20,4,1,52,1,0,52,0,59.8045228912,67.8275429919,67.6448352803,1.13415406917,1.13109898734,0.0133063267188,0.0111979329649,65.916069022,92.8573211634,0.0658827257146,0.0878790547584,9.51360963605,19.8497165251,0.00950879722513,0.0187855335863,0,1,ok
h4_biharmonic_20,64,uniform,3,0.02,0.001,4,biharmonic,0.05,20,4,1,52,1,0,52,0,159.611265503,150.748745852,147.692305677,0.944474347581,0.925325071583,0.198417587797,0.21327578178,68.6393284265,102.899390099,0.0682654731606,0.0893310410037,15.4606766971,37.3583534225,0.0153764676069,0.0324322680455,0,1,ok
h4_biharmonic_20,64,uniform,4,0.02,0.001,4,biharmonic,0.05,20,4,1,52,1,0,52,0,300.704251406,250.239098306,238.661189446,0.832176788774,0.793674144379,0.011888677325,0.00995624847551,91.0944878813,135.943252361,0.0892432103169,0.106634498275,46.1186353999,69.7220227835,0.0451813844531,0.0546902681017,0,0,amplitude
h4_biharmonic_20,64,perturbed,2,0.02,0.001,4,biharmonic,0.05,20,4,1,51,1,0,51,0,59.7675460135,67.0051600223,66.7623348478,1.12109605449,1.11703322791,0.367532359721,1.77851827213,73.4167425541,131.920587904,0.0733789431877,0.124843054236,13.4517431163,27.952317733,0.0134448173477,0.026452677131,0,1,ok
h4_biharmonic_20,64,perturbed,3,0.02,0.001,4,biharmonic,0.05,20,4,1,52,1,0,52,0,159.368209513,156.618446727,153.88021129,0.982745851298,0.965564034136,0.801538736009,0.89789837989,72.9336719006,112.653572244,0.0725211149499,0.097788617523,19.8105796178,39.487068962,0.0196985190001,0.0342766394968,0,1,ok
h4_biharmonic_20,64,perturbed,4,0.02,0.001,4,biharmonic,0.05,20,4,1,52,1,0,52,0,300.924502277,246.473005804,233.577388998,0.8190526326,0.776199303249,0.228163411322,0.00177818050072,95.2894336509,160.265745897,0.0933507775245,0.125581916565,51.3188085663,89.5966766894,0.050274731392,0.0702066577832,0,0,amplitude
h4_biharmonic_20,128,uniform,2,0.02,0.001,4,biharmonic,0.05,20,4,1,104,1,0,104,0,59.9458810301,59.6375230644,60.1550856903,0.994856060828,1.00348989216,0.00234433699893,0.00559031829069,18.0532198089,32.601497639,0.0180441502607,0.0308396825608,3.21674598315,10.0404517927,0.00321512995937,0.00949785649364,0,1,ok
h4_biharmonic_20,128,uniform,3,0.02,0.001,4,biharmonic,0.05,20,4,1,102,1,0,102,0,159.805155466,156.083397325,154.9084067,0.976710650358,0.969358005057,0.0267728762931,0.0272619914011,19.8385920984,37.9891768874,0.0197305864096,0.0329366462963,7.84525644047,21.2817740596,0.00780254512702,0.0184513148794,0,1,ok
h4_biharmonic_20,128,uniform,4,0.02,0.001,4,biharmonic,0.05,20,4,1,108,1,0,108,0,298.984125985,279.617727318,277.272237501,0.935225997024,0.927381132987,0.00640243252179,0.00796463639074,26.7112831852,43.5579337119,0.02617063844,0.0338828714468,18.2286109281,34.6086091506,0.0178596581285,0.0269213655212,0,1,ok
h4_biharmonic_20,128,perturbed,2,0.02,0.001,4,biharmonic,0.05,20,4,1,103,1,0,103,0,59.9132664145,59.369031998,57.8933789794,0.990916295354,0.966286474499,1.44277295648,0.26666964038,73.4006413366,267.641187902,0.0733652428652,0.253147569543,53.5716234336,165.830254263,0.0535457877795,0.156850020554,0,1,ok
h4_biharmonic_20,128,perturbed,3,0.02,0.001,4,biharmonic,0.05,20,4,1,101,1,0,101,0,159.893324101,154.270156057,153.982810025,0.964831752196,0.96303464132,0.0960185719317,0.428595415117,71.266125894,226.864969153,0.0708830621347,0.196692005032,53.3942962907,146.948402505,0.0531072957051,0.127404314703,0,1,ok
h4_biharmonic_20,128,perturbed,4,0.02,0.001,4,biharmonic,0.05,20,4,1,108,1,0,108,0,299.206931342,277.632515339,275.850483639,0.927894665051,0.921938814722,0.0390090277927,0.100491886536,75.0264640754,208.450459707,0.0734879568517,0.161918327688,57.9579358453,143.321336715,0.056769439172,0.111327896305,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,32,uniform,2,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,28,1,0,28,0,59.722432511,102.316600831,102.308152197,1.71320216758,1.71306070258,0.00385281810655,0.00383164543367,259.304837396,331.445714713,0.259149097896,0.31427843129,46.1122013141,95.4058721349,0.0460845061455,0.0904643098384,0,1,topology-only coarse point
h4_helmholtz_l16_preserve_m2_m4,32,uniform,3,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,28,1,0,28,0,159.668531205,127.473645243,127.510357192,0.798364237966,0.79859416398,0.651203435353,0.652301737387,262.301782509,341.284685298,0.260844013517,0.295907452044,40.4934177868,87.5302377707,0.0402683714747,0.0758922118434,0,1,topology-only coarse point
h4_helmholtz_l16_preserve_m2_m4,32,uniform,4,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,28,1,0,28,0,281.67008644,137.011756925,137.5305761,0.486426367303,0.488268306506,0.00775094429591,0.00766532152691,283.48214462,546.465772023,0.277874410461,0.442995290861,106.471170994,189.44460475,0.104364999463,0.153574243951,0,1,topology-only coarse point
h4_helmholtz_l16_preserve_m2_m4,32,perturbed,2,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,28,1,0,28,0,59.7096014982,91.9005656024,91.8629745685,1.53912542198,1.53849585768,7.79130302762,7.78319246135,261.110601173,363.269172924,0.260984259456,0.344260770916,54.3245963235,127.813648767,0.0542983106701,0.121125679077,0,1,topology-only coarse point
h4_helmholtz_l16_preserve_m2_m4,32,perturbed,3,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,28,1,0,28,0,160.822993956,169.660814046,169.690487977,1.0549537095,1.05513822249,8.53588907066,8.53276655796,265.469019016,332.085122966,0.263872720548,0.287918757099,40.6965962523,85.9184018678,0.0404518825208,0.074491501627,0,1,topology-only coarse point
h4_helmholtz_l16_preserve_m2_m4,32,perturbed,4,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,25,1,0,25,0,327.804110817,100.420903345,101.034364783,0.306344246554,0.308215673474,10.165184646,9.86687936496,368.494009508,650.497784267,0.360412404893,0.510131131028,159.315963815,268.95728055,0.15582193516,0.210920751836,0,1,topology-only coarse point
h4_helmholtz_l16_preserve_m2_m4,64,uniform,2,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,52,1,0,52,0,59.8045228912,67.8275429919,67.8276490066,1.13415406917,1.13415584186,0.0133063267188,0.013305257132,65.916069022,92.8573211634,0.0658827257146,0.0878790547584,10.5928506424,22.019152053,0.0105874923029,0.0208386613436,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,64,uniform,3,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,52,1,0,52,0,159.611265503,150.748745852,150.720680917,0.944474347581,0.944298514532,0.198417587797,0.201848763944,68.6393284265,102.899390099,0.0682654731606,0.0893310410037,11.879520157,27.6544240414,0.0118148164183,0.0240079021421,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,64,uniform,4,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,52,1,0,52,0,300.704251406,250.239098306,250.081954708,0.832176788774,0.831654203551,0.011888677325,0.0116157495932,91.0944878813,135.943252361,0.0892432103169,0.106634498275,36.5433886316,64.3409301261,0.0358007316709,0.0504693148309,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,64,perturbed,2,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,51,1,0,51,0,59.7675460135,67.0051600223,67.0167172621,1.12109605449,1.12128942431,0.367532359721,0.360265918674,73.4167425541,131.920587904,0.0733789431877,0.124843054236,7.80084257731,19.6007430464,0.00779682623312,0.0185491640546,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,64,perturbed,3,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,52,1,0,52,0,159.368209513,156.618446727,156.571306999,0.982745851298,0.982450060009,0.801538736009,0.801719050211,72.9336719006,112.653572244,0.0725211149499,0.097788617523,8.18972561009,15.7603001321,0.00814339956978,0.0136806843402,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,64,perturbed,4,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,52,1,0,52,0,300.924502277,246.473005804,246.454957557,0.8190526326,0.818992656604,0.228163411322,0.253727466063,95.2894336509,160.265745897,0.0933507775245,0.125581916565,39.7828095323,75.8062725369,0.0389734313624,0.0594006968837,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,128,uniform,2,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,104,1,0,104,0,59.9458810301,59.6375230644,59.6374016835,0.994856060828,0.994854035985,0.00234433699893,0.00234220651389,18.0532198089,32.601497639,0.0180441502607,0.0308396825608,1.7820875388,3.80506035438,0.00178119225647,0.00359943137438,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,128,uniform,3,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,102,1,0,102,0,159.805155466,156.083397325,156.035149542,0.976710650358,0.976408734043,0.0267728762931,0.0266466795111,19.8385920984,37.9891768874,0.0197305864096,0.0329366462963,6.65115439722,17.4876418388,0.00661494403973,0.0151617992542,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,128,uniform,4,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,108,1,0,108,0,298.984125985,279.617727318,279.533087607,0.935225997024,0.934942906038,0.00640243252179,0.00644121683004,26.7112831852,43.5579337119,0.02617063844,0.0338828714468,14.5546616365,26.1584949615,0.0142600707224,0.0203481856574,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,128,perturbed,2,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,103,1,0,103,0,59.9132664145,59.369031998,59.3720459467,0.990916295354,0.990966600551,1.44277295648,1.42629067861,73.4006413366,267.641187902,0.0733652428652,0.253147569543,11.5070178579,36.7933592839,0.0115014684399,0.0348008822972,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,128,perturbed,3,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,101,1,0,101,0,159.893324101,154.270156057,154.206427015,0.964831752196,0.964433179949,0.0960185719317,0.0846258731621,71.266125894,226.864969153,0.0708830621347,0.196692005032,14.1073356441,33.1894545135,0.0140315070655,0.0287752682953,0,1,ok
h4_helmholtz_l16_preserve_m2_m4,128,perturbed,4,0.02,0.001,4,helmholtzPreserveModes,16,120,4,1,108,1,0,108,0,299.206931342,277.632515339,277.506777798,0.927894665051,0.927474428994,0.0390090277927,0.0268632125563,75.0264640754,208.450459707,0.0734879568517,0.161918327688,20.1245666108,54.1035575803,0.0197118883448,0.0420260889694,0,1,ok
