method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out
SL:quadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.001953125,,0.5,595.0,74.3783112867169,0.0507649339602,1.48773193359e-05,0.000377480586714,0.00432665912184,4.97762626574,8.96731048986,0.00514788052731,0.992599471059,0,0,UpwindUext,,,,,,
SL:uncachedQuadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.001953125,,0.5,722.0,90.25401806556235,0.0507649297648,1.48773193359e-05,0.000377480586714,0.00432666347962,4.97762629757,8.96731073326,0.00514788098414,0.992599451305,0,0,UpwindUext,,,,,,
SL:quadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.00390625,,0.5,84.0,10.5,0.0753690030681,0.000109337254415,0.0111984097751,0.035339601016,4.91594159229,8.20421945446,0.0522289207832,0.950376299323,0,0,UpwindUext,,,,,,
SL:uncachedQuadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.00390625,,0.5,100.0,12.5,0.0753689956335,0.000109337207403,0.0111984182592,0.0353396136517,4.91594163995,8.20421972403,0.0522289320893,0.950376387704,0,0,UpwindUext,,,,,,
SL:quadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.0078125,,0.5,10.0,1.25,0.116062000458,0.000488022217068,0.0316305422677,0.079618692499,4.72964318293,6.36124157124,0.0416955010185,0.739339933209,0,0,UpwindUext,,,,,,
SL:uncachedQuadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.0078125,,0.5,11.0,1.375,0.116061987708,0.000488022205016,0.0316305863399,0.0796186638365,4.72964324492,6.36124174818,0.041695531901,0.739340083653,0,0,UpwindUext,,,,,,
SL:quadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.015625,,0.5,2.0,0.25007845750021757,0.186645341002,0.00122463009933,0.0620350060087,0.214882309374,4.22116939369,4.83901169064,0.128438697405,0.560904066084,0,0,UpwindUext,,,,,,
SL:uncachedQuadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.015625,,0.5,2.0,0.25007845750021757,0.186645324939,0.00122462954774,0.062034879341,0.214882227395,4.22116946617,4.83901186555,0.128438642396,0.560904210627,0,0,UpwindUext,,,,,,
SL:quadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.03125,,0.5,0.0,0.0,0.323872800567,0.00407428512102,0.454508671802,0.382068558488,3.25762942331,4.01103877798,0.419013363329,0.401029289687,0,0,UpwindUext,,,,,,
SL:uncachedQuadraticWeightedLeastSquares,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.03125,,0.5,0.0,0.0,0.32387278104,0.00407428414152,0.454508449103,0.382068495765,3.25762950062,4.01103893096,0.419013299165,0.401029378183,0,0,UpwindUext,,,,,,
