candidate,N_CELLS,solver_status,requested_end_time_s,last_complete_time_s,complete_samples,initial_m2_amplitude_m,maximum_m2_amplitude_m,maximum_m2_amplitude_time_s,final_m2_amplitude_m,maximum_velocity_m_per_s,maximum_velocity_time_s,maximum_phase_volume_relative_error,measured_mode2_period_s,inviscid_mode2_period_s,mode2_period_relative_error,zero_crossings_used,initial_min_grad_psi_band,initial_max_grad_psi_band,final_min_grad_psi_band,final_max_grad_psi_band,final_p_laplace_Pa
h4_helmholtz_l16_preserve_m2_m4,64,SIGFPE,0.1,0.0208947065,985,9.4911885e-05,0.0005120727567,0.020788642,0.0004603708059,15.45787503,0.0158884621,0.04965074139,0.008800567514947422,0.009507910710279448,-0.0743952290766976,4,0.9877466121,0.9999724323,0.08576962526,7.087195798,60.38330764
