method,velocityExtension,reconstruction,redistancer,redistTrigger,solver,phaseIndicator,T,h,maxCellSize,cfl,totalClockTime,clockPerSimTime,gradientError,shapeError,volumeError,gradientErrorBand,gradientErrorHalf,gradientErrorBandHalf,volumeErrorHalf,minGradPsiBand,minGradPsiBandHalf,anchorLayers,uextDiv,eNormalL2,eNormalLinf,eNormalRawL2,ratioL2,eNormalL2In,eNormalL2Out
euler,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.001953125,,0.5,1167.0,145.88149457411532,0.0779010454628,0.000304412841797,0.0211389128559,0.0768865058265,4.92880395104,8.50136754582,0.00728863401042,0.847278621347,0,0,UpwindUext,,,,,,
euler+SDPLS:R,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.001953125,,0.5,1171.0,146.38151683486635,1.3393784563,0.000583267211914,0.0678925798102,0.962418266159,1.30156752785,0.498668652077,0.0105117340791,0.000273670082111,0,0,UpwindUext,,,,,,
euler+SDPLS:beta,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.001953125,,0.5,1179.0,147.38156135636842,0.962955973062,0.000974655151367,0.136486194996,0.994203428797,0.767134922489,0.314847122851,0.0501086619138,0.00165175351809,0,0,UpwindUext,,,,,,
euler,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.00390625,,0.5,106.0,13.25,0.132048001225,0.00103691974687,0.0165094354346,0.14376146753,4.77082251417,7.4029681995,0.0145279055955,0.696835116348,0,0,UpwindUext,,,,,,
euler+SDPLS:R,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.00390625,,0.5,107.0,13.375,1.32186910818,0.00209692152796,0.28953563811,0.962172702664,1.26438979802,0.541157227988,0.0890392176905,0.000263606684898,0,0,UpwindUext,,,,,,
euler+SDPLS:beta,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.00390625,,0.5,108.0,13.5,0.959205976987,0.00204064229483,0.288753918306,0.99649535821,0.750159676801,0.432751680919,0.0562774699445,0.00109753684467,0,0,UpwindUext,,,,,,
euler,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.0078125,,0.5,13.0,1.625,0.229120054129,0.00220132955234,0.237805871457,0.331093011051,4.42584642839,4.84179579198,0.174347275409,0.56485702515,0,0,UpwindUext,,,,,,
euler+SDPLS:R,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.0078125,,0.5,12.0,1.5,1.30196281475,0.0049519766076,0.701148775825,0.965204015517,1.24517963811,0.583903469674,0.466841628521,0.00481900958804,0,0,UpwindUext,,,,,,
euler+SDPLS:beta,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.0078125,,0.5,9.0,1.125,0.953231578304,0.00536355160672,0.759423547631,0.998743751755,0.753598471677,0.612390144265,0.161777524292,0.000307146400461,0,0,UpwindUext,,,,,,
euler,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.015625,,0.5,3.0,0.3751176862503264,0.393325887279,0.0070434828554,1,0,3.54117126382,1.31129885797,0.971245229275,0,0,0,UpwindUext,,,,,,
euler+SDPLS:R,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.015625,,0.5,1.0,0.12503922875010878,1.23951450499,0.0070434828554,1,0,1.21994983885,0.877216053709,0.99987299013,0,0,0,UpwindUext,,,,,,
euler+SDPLS:beta,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.015625,,0.5,3.0,0.3751176862503264,0.952683986677,0.0070434828554,1,0,0.781017060969,0,1,0,0,0,UpwindUext,,,,,,
euler,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.03125,,0.5,0.0,0.0,0.570464330081,0.00696550362158,1,0,1.82284335137,0,1,0,0,0,UpwindUext,,,,,,
euler+SDPLS:R,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.03125,,0.5,1.0,0.1250245693948548,1.14024814318,0.00696550362158,1,0,1.09454055228,0,1,0,0,0,UpwindUext,,,,,,
euler+SDPLS:beta,none,,,,leiaLevelSetFoam,detrixheAslam,8,0.03125,,0.5,0.0,0.0,0.976276587997,0.00696550362158,1,0,0.869646586459,0,1,0,0,0,UpwindUext,,,,,,
